version,submission,episode,won,opp_family,opp_deck_hash,turn,attack_id,attack_name,attacker_id,attacker_name,our_active_id,our_active_name,our_active_hp,our_active_maxhp,our_active_energy,our_hand,our_bench,their_active_energy,their_grass_energy,hp_after,damage,ko
v22_c,55486680,92746237,1,Grimmsnarl (mirror),9714ab5c3996f6cc,10,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,230,320,2,9,4,2,0,230,0,0
v22_c,55486680,92746237,1,Grimmsnarl (mirror),9714ab5c3996f6cc,12,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,140,320,2,9,5,2,0,140,0,0
v22_c,55486680,92750659,0,Grimmsnarl (mirror),9714ab5c3996f6cc,4,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,646,Marnie's Impidimp,70,70,1,5,1,2,0,70,0,0
v22_c,55486680,92750659,0,Grimmsnarl (mirror),9714ab5c3996f6cc,4,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,646,Marnie's Impidimp,70,70,1,5,1,2,0,70,0,0
v22_c,55486680,92750659,0,Grimmsnarl (mirror),9714ab5c3996f6cc,4,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,646,Marnie's Impidimp,70,70,1,5,1,2,0,70,0,0
v22_c,55486680,92750659,0,Grimmsnarl (mirror),9714ab5c3996f6cc,6,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,320,320,2,7,5,2,0,320,0,0
v22_c,55486680,92750659,0,Grimmsnarl (mirror),9714ab5c3996f6cc,6,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,320,320,2,7,5,2,0,320,0,0
v22_c,55486680,92750659,0,Grimmsnarl (mirror),9714ab5c3996f6cc,10,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,320,320,3,6,3,2,0,320,0,0
v22_c,55486680,92750659,0,Grimmsnarl (mirror),9714ab5c3996f6cc,12,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,170,320,3,9,3,2,0,170,0,0
v22_c,55486680,92755592,1,Grimmsnarl (mirror),9714ab5c3996f6cc,8,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,320,320,2,7,5,2,0,320,0,0
v22_c,55486680,92755592,1,Grimmsnarl (mirror),9714ab5c3996f6cc,8,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,320,320,2,7,5,2,0,320,0,0
v22_c,55486680,92755592,1,Grimmsnarl (mirror),9714ab5c3996f6cc,10,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,320,320,2,7,4,2,0,320,0,0
v22_c,55486680,92755592,1,Grimmsnarl (mirror),9714ab5c3996f6cc,12,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,170,320,2,2,5,2,0,200,-30,0
v22_c,55486680,92755592,1,Grimmsnarl (mirror),9714ab5c3996f6cc,12,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,170,320,2,2,5,2,0,200,-30,0
v22_c,55486680,92755592,1,Grimmsnarl (mirror),9714ab5c3996f6cc,14,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,260,320,2,6,4,2,0,290,-30,0
v22_c,55486680,92755592,1,Grimmsnarl (mirror),9714ab5c3996f6cc,14,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,260,320,2,6,4,2,0,290,-30,0
v22_c,55486680,92755592,1,Grimmsnarl (mirror),9714ab5c3996f6cc,14,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,260,320,2,6,4,2,0,290,-30,0
v22_c,55486680,92760159,0,Kangaskhan / Crustle,4717e5f31ba694d4,15,479,Superb Scissors,345,Crustle,648,Marnie's Grimmsnarl ex,320,320,2,0,3,4,2,320,0,0
v22_c,55486680,92760159,0,Kangaskhan / Crustle,4717e5f31ba694d4,27,479,Superb Scissors,345,Crustle,648,Marnie's Grimmsnarl ex,320,320,1,3,3,3,3,320,0,0
v22_c,55486680,92765712,1,Grimmsnarl (mirror),9714ab5c3996f6cc,6,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,290,320,2,2,4,2,0,290,0,0
v22_c,55486680,92765712,1,Grimmsnarl (mirror),9714ab5c3996f6cc,6,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,290,320,2,2,4,2,0,290,0,0
v22_c,55486680,92765712,1,Grimmsnarl (mirror),9714ab5c3996f6cc,6,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,290,320,2,2,4,2,0,290,0,0
v22_c,55486680,92765712,1,Grimmsnarl (mirror),9714ab5c3996f6cc,8,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,120,320,2,4,4,2,0,120,0,0
v22_c,55486680,92768266,1,Dragapult,202ee2cec6cbe8b4,3,323,Itchy Pollen,235,Budew,112,Munkidori,110,110,0,7,4,0,0,110,0,0
v22_c,55486680,92768266,1,Dragapult,202ee2cec6cbe8b4,3,323,Itchy Pollen,235,Budew,112,Munkidori,110,110,0,7,4,0,0,110,0,0
v22_c,55486680,92768266,1,Dragapult,202ee2cec6cbe8b4,3,323,Itchy Pollen,235,Budew,112,Munkidori,110,110,0,7,4,0,0,110,0,0
v22_c,55486680,92768266,1,Dragapult,202ee2cec6cbe8b4,3,323,Itchy Pollen,235,Budew,112,Munkidori,110,110,0,7,4,0,0,110,0,0
v22_c,55486680,92768266,1,Dragapult,202ee2cec6cbe8b4,5,323,Itchy Pollen,235,Budew,112,Munkidori,100,110,1,6,5,0,0,100,0,0
v22_c,55486680,92768266,1,Dragapult,202ee2cec6cbe8b4,11,153,Jet Headbutt,121,Dragapult ex,648,Marnie's Grimmsnarl ex,300,320,3,6,4,2,0,300,0,0
v22_c,55486680,92768266,1,Dragapult,202ee2cec6cbe8b4,11,153,Jet Headbutt,121,Dragapult ex,648,Marnie's Grimmsnarl ex,300,320,3,6,4,2,0,100,200,0
v22_c,55486680,92775867,1,Kangaskhan / Crustle,d596ab33374df85f,7,479,Superb Scissors,345,Crustle,647,Marnie's Morgrem,100,100,0,3,5,4,3,100,0,0
v22_c,55486680,92775867,1,Kangaskhan / Crustle,d596ab33374df85f,9,479,Superb Scissors,345,Crustle,648,Marnie's Grimmsnarl ex,310,320,2,3,5,4,3,310,0,0
v22_c,55486680,92780490,0,Kangaskhan / Crustle,45fe95772327f96a,7,479,Superb Scissors,345,Crustle,112,Munkidori,110,110,1,9,5,3,2,,,1
v22_c,55486680,92780490,0,Kangaskhan / Crustle,45fe95772327f96a,11,479,Superb Scissors,345,Crustle,648,Marnie's Grimmsnarl ex,320,320,2,10,5,3,3,320,0,0
v22_c,55486680,92780490,0,Kangaskhan / Crustle,45fe95772327f96a,11,479,Superb Scissors,345,Crustle,648,Marnie's Grimmsnarl ex,320,320,2,10,5,3,3,320,0,0
v22_c,55486680,92780490,0,Kangaskhan / Crustle,45fe95772327f96a,13,479,Superb Scissors,345,Crustle,648,Marnie's Grimmsnarl ex,90,320,2,5,5,3,3,90,0,0
v22_c,55486680,92780490,0,Kangaskhan / Crustle,45fe95772327f96a,15,479,Superb Scissors,345,Crustle,647,Marnie's Morgrem,80,100,2,5,4,3,2,80,0,0
v22_c,55486680,92780490,0,Kangaskhan / Crustle,45fe95772327f96a,17,479,Superb Scissors,345,Crustle,648,Marnie's Grimmsnarl ex,300,320,2,3,5,3,2,300,0,0
v22_c,55486680,92780490,0,Kangaskhan / Crustle,45fe95772327f96a,17,479,Superb Scissors,345,Crustle,648,Marnie's Grimmsnarl ex,300,320,2,3,5,4,3,300,0,0
v22_c,55486680,92780529,1,Dragapult,202ee2cec6cbe8b4,2,323,Itchy Pollen,235,Budew,646,Marnie's Impidimp,70,70,0,5,2,0,0,50,20,0
v22_c,55486680,92780529,1,Dragapult,202ee2cec6cbe8b4,2,323,Itchy Pollen,235,Budew,646,Marnie's Impidimp,70,70,0,5,2,0,0,50,20,0
v22_c,55486680,92780529,1,Dragapult,202ee2cec6cbe8b4,4,323,Itchy Pollen,235,Budew,646,Marnie's Impidimp,50,70,1,8,2,0,0,50,0,0
v22_c,55486680,92780529,1,Dragapult,202ee2cec6cbe8b4,4,323,Itchy Pollen,235,Budew,646,Marnie's Impidimp,50,70,1,8,2,0,0,50,0,0
v22_c,55486680,92780529,1,Dragapult,202ee2cec6cbe8b4,4,323,Itchy Pollen,235,Budew,646,Marnie's Impidimp,50,70,1,8,2,0,0,50,0,0
v22_c,55486680,92780529,1,Dragapult,202ee2cec6cbe8b4,4,323,Itchy Pollen,235,Budew,646,Marnie's Impidimp,50,70,1,8,2,0,0,30,20,0
v22_c,55486680,92780529,1,Dragapult,202ee2cec6cbe8b4,4,323,Itchy Pollen,235,Budew,646,Marnie's Impidimp,50,70,1,8,2,0,0,30,20,0
v22_c,55486680,92780529,1,Dragapult,202ee2cec6cbe8b4,6,153,Jet Headbutt,121,Dragapult ex,860,Snorunt,70,70,0,8,4,2,0,70,0,0
v22_c,55486680,92780529,1,Dragapult,202ee2cec6cbe8b4,6,153,Jet Headbutt,121,Dragapult ex,112,Munkidori,100,110,1,8,4,2,0,100,0,0
v22_c,55486680,92780529,1,Dragapult,202ee2cec6cbe8b4,6,153,Jet Headbutt,121,Dragapult ex,112,Munkidori,100,110,1,8,4,2,0,0,100,1
v22_c,55486680,92780529,1,Dragapult,202ee2cec6cbe8b4,8,153,Jet Headbutt,121,Dragapult ex,648,Marnie's Grimmsnarl ex,300,320,2,4,5,2,0,310,-10,0
v22_c,55486680,92780529,1,Dragapult,202ee2cec6cbe8b4,8,153,Jet Headbutt,121,Dragapult ex,648,Marnie's Grimmsnarl ex,300,320,2,4,5,2,0,310,-10,0
v22_c,55486680,92780529,1,Dragapult,202ee2cec6cbe8b4,12,153,Jet Headbutt,121,Dragapult ex,104,Froslass,90,90,0,4,4,2,0,0,90,1
v22_c,55486680,92782964,0,Grimmsnarl (mirror),9714ab5c3996f6cc,4,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,860,Snorunt,70,70,0,4,3,2,0,70,0,0
v22_c,55486680,92782964,0,Grimmsnarl (mirror),9714ab5c3996f6cc,4,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,860,Snorunt,70,70,0,4,3,2,0,70,0,0
v22_c,55486680,92782964,0,Grimmsnarl (mirror),9714ab5c3996f6cc,8,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,260,320,3,4,2,2,0,260,0,0
v22_c,55486680,92782964,0,Grimmsnarl (mirror),9714ab5c3996f6cc,10,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,80,320,3,2,2,2,0,80,0,0
v22_c,55486680,92785961,0,Mega Lopunny / Froslass,6fa64c0e3b2eb67c,3,1225,Gale Thrust,849,Mega Lopunny ex,646,Marnie's Impidimp,70,70,1,6,2,1,0,70,0,0
v22_c,55486680,92785961,0,Mega Lopunny / Froslass,6fa64c0e3b2eb67c,3,1225,Gale Thrust,849,Mega Lopunny ex,646,Marnie's Impidimp,70,70,1,6,2,1,0,70,0,0
v22_c,55486680,92785961,0,Mega Lopunny / Froslass,6fa64c0e3b2eb67c,3,1225,Gale Thrust,849,Mega Lopunny ex,646,Marnie's Impidimp,70,70,1,6,2,1,0,70,0,0
v22_c,55486680,92785961,0,Mega Lopunny / Froslass,6fa64c0e3b2eb67c,5,1225,Gale Thrust,849,Mega Lopunny ex,647,Marnie's Morgrem,100,100,0,4,4,2,0,100,0,0
v22_c,55486680,92785961,0,Mega Lopunny / Froslass,6fa64c0e3b2eb67c,7,1225,Gale Thrust,849,Mega Lopunny ex,648,Marnie's Grimmsnarl ex,300,320,2,3,3,1,0,300,0,0
v22_c,55486680,92785961,0,Mega Lopunny / Froslass,6fa64c0e3b2eb67c,13,1225,Gale Thrust,849,Mega Lopunny ex,860,Snorunt,70,70,0,5,2,2,0,70,0,0
v22_c,55486680,92793452,0,Kangaskhan / Crustle,f28177e6f00410a7,5,1092,Rapid-Fire Combo,756,Mega Kangaskhan ex,104,Froslass,90,90,0,3,3,3,3,90,0,0
v22_c,55486680,92796913,0,other: Arboliva ex,82879abd3807469b,3,120,Myriad Leaf Shower,96,Teal Mask Ogerpon ex,860,Snorunt,70,70,0,4,3,3,4,70,0,0
v22_c,55486680,92796913,0,other: Arboliva ex,82879abd3807469b,3,564,Oil Salvo,404,Arboliva ex,860,Snorunt,70,70,0,4,3,1,3,70,0,0
v22_c,55486680,92798770,0,Dragapult,202ee2cec6cbe8b4,2,323,Itchy Pollen,235,Budew,646,Marnie's Impidimp,70,70,1,5,2,0,0,50,20,0
v22_c,55486680,92798770,0,Dragapult,202ee2cec6cbe8b4,4,323,Itchy Pollen,235,Budew,646,Marnie's Impidimp,70,70,1,6,3,0,0,70,0,0
v22_c,55486680,92798770,0,Dragapult,202ee2cec6cbe8b4,4,323,Itchy Pollen,235,Budew,646,Marnie's Impidimp,70,70,1,6,3,0,0,50,20,0
v22_c,55486680,92798770,0,Dragapult,202ee2cec6cbe8b4,4,323,Itchy Pollen,235,Budew,646,Marnie's Impidimp,70,70,1,6,3,0,0,50,20,0
v22_c,55486680,92798770,0,Dragapult,202ee2cec6cbe8b4,6,153,Jet Headbutt,121,Dragapult ex,648,Marnie's Grimmsnarl ex,320,320,2,2,3,2,0,320,0,0
v22_c,55486680,92798770,0,Dragapult,202ee2cec6cbe8b4,8,153,Jet Headbutt,121,Dragapult ex,648,Marnie's Grimmsnarl ex,180,320,2,3,5,2,0,180,0,0
v22_c,55486680,92798770,0,Dragapult,202ee2cec6cbe8b4,8,153,Jet Headbutt,121,Dragapult ex,648,Marnie's Grimmsnarl ex,180,320,2,3,5,2,0,180,0,0
v22_d,55486691,92691101,1,Grimmsnarl (mirror),9714ab5c3996f6cc,4,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,310,320,2,6,5,2,0,320,-10,0
v22_d,55486691,92691101,1,Grimmsnarl (mirror),9714ab5c3996f6cc,4,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,310,320,2,6,5,2,0,320,-10,0
v22_d,55486691,92691101,1,Grimmsnarl (mirror),9714ab5c3996f6cc,8,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,310,320,2,6,5,2,0,320,-10,0
v22_d,55486691,92691205,1,Mega Lucario,d05bff224d40b9c6,3,976,Corkscrew Punch,673,Makuhita,646,Marnie's Impidimp,70,70,0,5,5,1,0,70,0,0
v22_d,55486691,92691205,1,Mega Lucario,d05bff224d40b9c6,7,982,Aura Jab,678,Mega Lucario ex,648,Marnie's Grimmsnarl ex,320,320,2,2,5,1,0,320,0,0
v22_d,55486691,92691205,1,Mega Lucario,d05bff224d40b9c6,7,982,Aura Jab,678,Mega Lucario ex,648,Marnie's Grimmsnarl ex,320,320,2,2,5,2,0,320,0,0
v22_d,55486691,92691205,1,Mega Lucario,d05bff224d40b9c6,9,978,Wild Press,674,Hariyama,648,Marnie's Grimmsnarl ex,320,320,2,5,5,3,0,320,0,0
v22_d,55486691,92691205,1,Mega Lucario,d05bff224d40b9c6,9,978,Wild Press,674,Hariyama,648,Marnie's Grimmsnarl ex,290,290,2,5,5,3,0,290,0,0
v22_d,55486691,92691205,1,Mega Lucario,d05bff224d40b9c6,9,978,Wild Press,674,Hariyama,648,Marnie's Grimmsnarl ex,290,290,2,5,5,3,0,290,0,0
v22_d,55486691,92691205,1,Mega Lucario,d05bff224d40b9c6,11,983,Mega Brave,678,Mega Lucario ex,648,Marnie's Grimmsnarl ex,170,290,2,7,5,2,0,170,0,0
v22_d,55486691,92692137,1,other: Dudunsparce,5979812c5a24e879,2,1266,Splashing Dodge,878,Hop's Phantump,646,Marnie's Impidimp,70,70,1,3,3,1,0,70,0,0
v22_d,55486691,92692137,1,other: Dudunsparce,5979812c5a24e879,4,1267,Horrifying Revenge,879,Hop's Trevenant,646,Marnie's Impidimp,70,70,0,3,5,1,0,70,0,0
v22_d,55486691,92692137,1,other: Dudunsparce,5979812c5a24e879,6,1267,Horrifying Revenge,879,Hop's Trevenant,648,Marnie's Grimmsnarl ex,310,320,2,8,5,1,0,140,170,0
v22_d,55486691,92692137,1,other: Dudunsparce,5979812c5a24e879,8,1267,Horrifying Revenge,879,Hop's Trevenant,648,Marnie's Grimmsnarl ex,220,320,2,3,5,1,0,20,200,0
v22_d,55486691,92692137,1,other: Dudunsparce,5979812c5a24e879,10,74,Gnaw,65,Dunsparce,112,Munkidori,60,110,1,5,5,1,0,40,20,0
v22_d,55486691,92692137,1,other: Dudunsparce,5979812c5a24e879,10,74,Gnaw,65,Dunsparce,112,Munkidori,60,110,1,5,5,1,0,40,20,0
v22_d,55486691,92693079,0,Archaludon,2b6a7dd699d2b6a5,4,223,Hammer In,169,Duraludon,648,Marnie's Grimmsnarl ex,320,320,2,4,3,1,0,320,0,0
v22_d,55486691,92693079,0,Archaludon,2b6a7dd699d2b6a5,4,223,Hammer In,169,Duraludon,648,Marnie's Grimmsnarl ex,320,320,2,4,3,2,0,320,0,0
v22_d,55486691,92693079,0,Archaludon,2b6a7dd699d2b6a5,4,253,Metal Defender,190,Archaludon ex,648,Marnie's Grimmsnarl ex,320,320,2,4,3,3,0,320,0,0
v22_d,55486691,92693079,0,Archaludon,2b6a7dd699d2b6a5,4,253,Metal Defender,190,Archaludon ex,648,Marnie's Grimmsnarl ex,320,320,2,4,3,3,0,100,220,0
v22_d,55486691,92693079,0,Archaludon,2b6a7dd699d2b6a5,8,253,Metal Defender,190,Archaludon ex,648,Marnie's Grimmsnarl ex,320,320,2,1,4,3,0,320,0,0
v22_d,55486691,92693079,0,Archaludon,2b6a7dd699d2b6a5,8,253,Metal Defender,190,Archaludon ex,648,Marnie's Grimmsnarl ex,320,320,2,1,4,3,0,100,220,0
v22_d,55486691,92693079,0,Archaludon,2b6a7dd699d2b6a5,10,253,Metal Defender,190,Archaludon ex,648,Marnie's Grimmsnarl ex,160,320,2,2,4,3,0,160,0,0
v22_d,55486691,92693079,0,Archaludon,2b6a7dd699d2b6a5,12,253,Metal Defender,190,Archaludon ex,112,Munkidori,100,110,1,4,3,3,0,,,1
v22_d,55486691,92693079,0,Archaludon,2b6a7dd699d2b6a5,14,223,Hammer In,190,Archaludon ex,648,Marnie's Grimmsnarl ex,310,320,2,2,5,3,0,320,-10,0
v22_d,55486691,92693192,1,Mega Lucario,c3c16f0e65487ad6,2,976,Corkscrew Punch,673,Makuhita,646,Marnie's Impidimp,70,70,0,4,2,1,0,30,40,0
v22_d,55486691,92693192,1,Mega Lucario,c3c16f0e65487ad6,4,981,Accelerating Stab,677,Riolu,648,Marnie's Grimmsnarl ex,310,320,2,4,3,1,0,310,0,0
v22_d,55486691,92693192,1,Mega Lucario,c3c16f0e65487ad6,4,982,Aura Jab,678,Mega Lucario ex,648,Marnie's Grimmsnarl ex,310,320,2,4,3,1,0,310,0,0
v22_d,55486691,92693192,1,Mega Lucario,c3c16f0e65487ad6,8,982,Aura Jab,678,Mega Lucario ex,648,Marnie's Grimmsnarl ex,290,290,2,6,5,2,0,20,270,0
v22_d,55486691,92693192,1,Mega Lucario,c3c16f0e65487ad6,8,983,Mega Brave,678,Mega Lucario ex,648,Marnie's Grimmsnarl ex,290,290,2,6,5,2,0,20,270,0
v22_d,55486691,92694031,1,Grimmsnarl (mirror),9714ab5c3996f6cc,8,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,320,320,2,2,3,3,0,320,0,0
v22_d,55486691,92694031,1,Grimmsnarl (mirror),9714ab5c3996f6cc,10,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,170,320,2,5,3,3,0,200,-30,0
v22_d,55486691,92694031,1,Grimmsnarl (mirror),9714ab5c3996f6cc,14,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,200,320,2,7,4,3,0,200,0,0
v22_d,55486691,92694969,1,Alakazam,65980f1c1e35b45d,4,1072,Powerful Hand,743,Alakazam,112,Munkidori,100,110,0,6,5,1,0,110,-10,0
v22_d,55486691,92694969,1,Alakazam,65980f1c1e35b45d,4,1072,Powerful Hand,743,Alakazam,112,Munkidori,100,110,0,6,5,1,0,110,-10,0
v22_d,55486691,92694969,1,Alakazam,65980f1c1e35b45d,6,1072,Powerful Hand,743,Alakazam,646,Marnie's Impidimp,70,70,0,4,5,1,0,70,0,0
v22_d,55486691,92694969,1,Alakazam,65980f1c1e35b45d,6,1072,Powerful Hand,743,Alakazam,646,Marnie's Impidimp,70,70,0,4,5,1,0,70,0,0
v22_d,55486691,92694969,1,Alakazam,65980f1c1e35b45d,6,1072,Powerful Hand,743,Alakazam,646,Marnie's Impidimp,70,70,0,4,5,1,0,70,0,0
v22_d,55486691,92694969,1,Alakazam,65980f1c1e35b45d,8,1072,Powerful Hand,743,Alakazam,648,Marnie's Grimmsnarl ex,310,320,2,7,5,1,0,320,-10,0
v22_d,55486691,92695903,1,Alakazam,e452d606e1029229,3,1072,Powerful Hand,743,Alakazam,112,Munkidori,110,110,0,3,4,1,0,110,0,0
v22_d,55486691,92695903,1,Alakazam,e452d606e1029229,3,1072,Powerful Hand,743,Alakazam,112,Munkidori,110,110,0,3,4,1,0,110,0,0
v22_d,55486691,92695903,1,Alakazam,e452d606e1029229,3,1072,Powerful Hand,743,Alakazam,112,Munkidori,110,110,0,3,4,1,0,110,0,0
v22_d,55486691,92695903,1,Alakazam,e452d606e1029229,5,1072,Powerful Hand,743,Alakazam,648,Marnie's Grimmsnarl ex,320,320,2,7,4,1,0,320,0,0
v22_d,55486691,92695903,1,Alakazam,e452d606e1029229,7,1072,Powerful Hand,743,Alakazam,648,Marnie's Grimmsnarl ex,320,320,2,5,5,1,0,320,0,0
v22_d,55486691,92695903,1,Alakazam,e452d606e1029229,7,1072,Powerful Hand,743,Alakazam,648,Marnie's Grimmsnarl ex,320,320,2,5,5,1,0,320,0,0
v22_d,55486691,92695903,1,Alakazam,e452d606e1029229,9,423,Trading Places,305,Dunsparce,648,Marnie's Grimmsnarl ex,190,320,2,7,5,1,0,190,0,0
v22_d,55486691,92696837,1,Alakazam,cc38cb450b86770a,4,1072,Powerful Hand,743,Alakazam,860,Snorunt,70,70,0,5,2,1,0,70,0,0
v22_d,55486691,92696837,1,Alakazam,cc38cb450b86770a,6,1072,Powerful Hand,743,Alakazam,647,Marnie's Morgrem,100,100,1,1,3,1,0,,,1
v22_d,55486691,92696837,1,Alakazam,cc38cb450b86770a,8,1072,Powerful Hand,743,Alakazam,648,Marnie's Grimmsnarl ex,320,320,2,3,2,1,0,160,160,0
v22_d,55486691,92697765,0,Grimmsnarl (mirror),6ef5d9bc5407f2ae,6,934,Filch,646,Marnie's Impidimp,112,Munkidori,110,110,1,7,4,1,0,110,0,0
v22_d,55486691,92697765,0,Grimmsnarl (mirror),6ef5d9bc5407f2ae,8,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,310,320,2,7,3,2,0,320,-10,0
v22_d,55486691,92697765,0,Grimmsnarl (mirror),6ef5d9bc5407f2ae,10,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,310,320,2,2,4,2,0,310,0,0
v22_d,55486691,92697765,0,Grimmsnarl (mirror),6ef5d9bc5407f2ae,12,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,110,320,2,2,4,2,0,120,-10,0
v22_d,55486691,92697765,0,Grimmsnarl (mirror),6ef5d9bc5407f2ae,14,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,290,320,2,8,4,2,0,300,-10,0
v22_d,55486691,92698721,1,Grimmsnarl (mirror),9714ab5c3996f6cc,10,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,310,320,2,4,5,2,0,320,-10,0
v22_d,55486691,92698721,1,Grimmsnarl (mirror),9714ab5c3996f6cc,10,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,310,320,2,4,5,2,0,320,-10,0
v22_d,55486691,92698721,1,Grimmsnarl (mirror),9714ab5c3996f6cc,12,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,140,320,2,6,5,2,0,140,0,0
v22_d,55486691,92698721,1,Grimmsnarl (mirror),9714ab5c3996f6cc,12,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,140,320,2,6,5,2,0,140,0,0
v22_d,55486691,92698755,0,Dragapult,dfca0c2c2e73cd83,2,323,Itchy Pollen,235,Budew,646,Marnie's Impidimp,70,70,0,5,3,0,0,50,20,0
v22_d,55486691,92698755,0,Dragapult,dfca0c2c2e73cd83,2,323,Itchy Pollen,235,Budew,646,Marnie's Impidimp,70,70,0,5,3,0,0,50,20,0
v22_d,55486691,92698755,0,Dragapult,dfca0c2c2e73cd83,8,153,Jet Headbutt,121,Dragapult ex,648,Marnie's Grimmsnarl ex,180,320,3,5,5,2,0,180,0,0
v22_d,55486691,92698755,0,Dragapult,dfca0c2c2e73cd83,10,153,Jet Headbutt,121,Dragapult ex,648,Marnie's Grimmsnarl ex,280,320,2,5,4,2,0,320,-40,0
v22_d,55486691,92699679,0,Grimmsnarl (mirror),9714ab5c3996f6cc,4,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,320,320,3,1,4,2,0,320,0,0
v22_d,55486691,92699679,0,Grimmsnarl (mirror),9714ab5c3996f6cc,6,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,310,320,2,1,5,2,0,320,-10,0
v22_d,55486691,92699679,0,Grimmsnarl (mirror),9714ab5c3996f6cc,10,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,90,320,3,6,3,2,0,100,-10,0
v22_d,55486691,92700621,1,Mega Lucario,05f854e1b3b3ba0f,2,981,Accelerating Stab,677,Riolu,646,Marnie's Impidimp,70,70,0,3,3,1,0,40,30,0
v22_d,55486691,92700621,1,Mega Lucario,05f854e1b3b3ba0f,2,981,Accelerating Stab,677,Riolu,646,Marnie's Impidimp,70,70,0,3,3,1,0,40,30,0
v22_d,55486691,92700621,1,Mega Lucario,05f854e1b3b3ba0f,4,982,Aura Jab,678,Mega Lucario ex,647,Marnie's Morgrem,100,100,0,4,3,1,0,0,100,1
v22_d,55486691,92700621,1,Mega Lucario,05f854e1b3b3ba0f,6,982,Aura Jab,678,Mega Lucario ex,648,Marnie's Grimmsnarl ex,320,320,2,3,3,1,0,320,0,0
v22_d,55486691,92700621,1,Mega Lucario,05f854e1b3b3ba0f,8,982,Aura Jab,678,Mega Lucario ex,648,Marnie's Grimmsnarl ex,250,320,2,4,4,2,0,250,0,0
v22_d,55486691,92700621,1,Mega Lucario,05f854e1b3b3ba0f,10,982,Aura Jab,678,Mega Lucario ex,648,Marnie's Grimmsnarl ex,320,320,2,4,4,2,0,320,0,0
