active_ready_grim,attack_ids,attack_option_idx,bench_play_idx,candy_idx,context,draw_engine_idx,end_idx,episode_id,grim_evolve_idx,kinds,max_count,min_count,n_options,opp_prizes_left,opponent_family,our_bench,our_bodies,our_deck,own_turn,picked,picked_kinds,ready_grim,shadow_prizes_now,step,turn,version,went_first,won
True,[],[],[2],[],16,[],[],91647514,[],"[""select"", ""select"", ""select""]",1,1,3,6,Grimmsnarl (mirror),5,6,13,6,[0],"[""select""]",True,2,187,12,v15,False,True
True,[],[],[],[],40,[],[],91647514,[],"[""number"", ""number"", ""number""]",1,1,3,6,Grimmsnarl (mirror),5,6,13,6,[2],"[""number""]",True,2,188,12,v15,False,True
True,[],[],[1],[],13,[],[],91647514,[],"[""select"", ""select"", ""select"", ""select""]",1,1,4,6,Grimmsnarl (mirror),5,6,13,6,[2],"[""select""]",True,2,189,12,v15,False,True
True,[937],[4],[],[],0,[1],[6],91647514,[],"[""evolve"", ""item"", ""ability"", ""ability"", ""attack"", ""retreat"", ""end""]",1,1,7,6,Grimmsnarl (mirror),5,6,13,6,[2],"[""ability""]",True,2,190,12,v15,False,True
True,[],[],[2],[],16,[],[],91647514,[],"[""select"", ""select"", ""select""]",1,1,3,6,Grimmsnarl (mirror),5,6,13,6,[0],"[""select""]",True,2,191,12,v15,False,True
True,[],[],[],[],40,[],[],91647514,[],"[""number"", ""number"", ""number""]",1,1,3,6,Grimmsnarl (mirror),5,6,13,6,[2],"[""number""]",True,2,192,12,v15,False,True
True,[],[],[1],[],13,[],[],91647514,[],"[""select"", ""select"", ""select"", ""select""]",1,1,4,6,Grimmsnarl (mirror),5,6,13,6,[2],"[""select""]",True,2,193,12,v15,False,True
True,[937],[3],[],[],0,[1],[5],91647514,[],"[""evolve"", ""item"", ""ability"", ""attack"", ""retreat"", ""end""]",1,1,6,6,Grimmsnarl (mirror),5,6,13,6,[3],"[""attack""]",True,2,194,12,v15,False,True
True,[],[],[0],[],15,[],[],91647514,[],"[""select"", ""select"", ""select""]",1,1,3,6,Grimmsnarl (mirror),5,6,13,6,[1],"[""select""]",True,0,195,12,v15,False,True
True,[],[],[],[],7,[],[],91647514,[],"[""select"", ""select"", ""select""]",2,2,3,6,Grimmsnarl (mirror),5,6,13,6,"[0, 1]","[""select"", ""select""]",True,2,196,12,v15,False,True
True,[937],[11],[],[],0,[1],[13],91647514,[],"[""evolve"", ""item"", ""energy"", ""energy"", ""energy"", ""energy"", ""energy"", ""energy"", ""ability"", ""ability"", ""ability"", ""attack"", ""retreat"", ""end""]",1,1,14,6,Grimmsnarl (mirror),5,6,12,7,[11],"[""attack""]",True,3,205,14,v15,False,True
True,[],[],[0],[],15,[],[],91647514,[],"[""select"", ""select""]",1,1,2,6,Grimmsnarl (mirror),5,6,12,7,[1],"[""select""]",True,2,206,14,v15,False,True
True,[],[],[],[],7,[],[],91647514,[],"[""select""]",1,1,1,6,Grimmsnarl (mirror),5,6,12,7,[0],"[""select""]",True,0,207,14,v15,False,True
False,[],[],[],[],41,[],[],91646590,[],"[""flag"", ""flag""]",1,1,2,0,Alakazam,0,0,60,0,[0],"[""flag""]",False,0,1,0,v15,True,True
False,[],[],"[0, 1]",[],1,[],[],91646590,[],"[""select"", ""select""]",1,1,2,0,Alakazam,0,0,53,0,[0],"[""select""]",False,0,2,0,v15,True,True
False,[],[],[0],[],2,[],[],91646590,[],"[""select""]",1,0,1,6,Alakazam,0,0,47,0,[0],"[""select""]",False,0,4,0,v15,True,True
False,[],[],[],[],0,[2],[6],91646590,[],"[""energy"", ""energy"", ""item"", ""energy"", ""energy"", ""stadium"", ""end""]",1,1,7,6,Alakazam,1,2,46,1,[5],"[""stadium""]",False,1,6,1,v15,True,True
False,[],[],[],[],0,[2],[6],91646590,[],"[""energy"", ""energy"", ""item"", ""energy"", ""energy"", ""ability"", ""end""]",1,1,7,6,Alakazam,1,2,46,1,[5],"[""ability""]",False,1,7,1,v15,True,True
False,[],[],"[3, 6]",[],7,[],[],91646590,[],"[""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select""]",1,0,8,6,Alakazam,1,2,46,1,[3],"[""select""]",False,1,8,1,v15,True,True
False,[],[],[5],[],0,[2],[6],91646590,[],"[""energy"", ""energy"", ""item"", ""energy"", ""energy"", ""bench"", ""end""]",1,1,7,6,Alakazam,1,2,45,1,[5],"[""bench""]",False,1,9,1,v15,True,True
False,[],[],[],[],0,[3],[7],91646590,[],"[""energy"", ""energy"", ""energy"", ""item"", ""energy"", ""energy"", ""energy"", ""end""]",1,1,8,6,Alakazam,2,3,45,1,[3],"[""item""]",False,1,10,1,v15,True,True
False,[],[],"[0, 1, 4, 5, 8]",[],7,[],[],91646590,[],"[""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select""]",1,0,10,6,Alakazam,2,3,45,1,[1],"[""select""]",False,1,11,1,v15,True,True
False,[],[],[6],[],0,[],[7],91646590,[],"[""energy"", ""energy"", ""energy"", ""energy"", ""energy"", ""energy"", ""bench"", ""end""]",1,1,8,6,Alakazam,2,3,44,1,[6],"[""bench""]",False,1,12,1,v15,True,True
False,[],[],[],[],0,[],[8],91646590,[],"[""energy"", ""energy"", ""energy"", ""energy"", ""energy"", ""energy"", ""energy"", ""energy"", ""end""]",1,1,9,6,Alakazam,3,4,44,1,[1],"[""energy""]",False,1,13,1,v15,True,True
False,[],[],[],[],0,[],[0],91646590,[],"[""end""]",1,1,1,6,Alakazam,3,4,44,1,[0],"[""end""]",False,1,14,1,v15,True,True
False,[],[],[],[],0,[5],[7],91646590,[],"[""boss"", ""energy"", ""energy"", ""energy"", ""energy"", ""supporter"", ""ability"", ""end""]",1,1,8,6,Alakazam,3,4,43,2,[6],"[""ability""]",False,1,21,3,v15,True,True
False,[],[],[6],[],7,[],[],91646590,[],"[""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select""]",1,0,7,6,Alakazam,3,4,43,2,[6],"[""select""]",False,1,22,3,v15,True,True
False,[],[],[6],[],0,[5],[7],91646590,[],"[""boss"", ""energy"", ""energy"", ""energy"", ""energy"", ""supporter"", ""bench"", ""end""]",1,1,8,6,Alakazam,3,4,42,2,[6],"[""bench""]",False,1,23,3,v15,True,True
False,[],[],[],[],0,[6],[7],91646590,[],"[""boss"", ""energy"", ""energy"", ""energy"", ""energy"", ""energy"", ""supporter"", ""end""]",1,1,8,6,Alakazam,4,5,42,2,[6],"[""supporter""]",False,1,24,3,v15,True,True
False,[],[],[],"[3, 5, 23]",7,"[1, 2, 4, 6, 7, 9, 10, 11, 12, 13, 15, 16, 18, 20, 22, 24]",[],91646590,[],"[""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select""]",1,0,26,6,Alakazam,4,5,42,2,[7],"[""select""]",False,1,25,3,v15,True,True
False,[],[],[],[],0,[],[5],91646590,[],"[""energy"", ""energy"", ""energy"", ""energy"", ""energy"", ""end""]",1,1,6,6,Alakazam,4,5,41,2,[0],"[""energy""]",False,1,26,3,v15,True,True
False,[],[],[],[],0,[],[1],91646590,[],"[""retreat"", ""end""]",1,1,2,6,Alakazam,4,5,41,2,[1],"[""end""]",False,1,27,3,v15,True,True
False,[],[],[],[],0,"[1, 2]",[4],91646590,[],"[""boss"", ""supporter"", ""supporter"", ""retreat"", ""end""]",1,1,5,6,Alakazam,4,5,40,3,[1],"[""supporter""]",False,1,46,5,v15,True,True
False,[],[],[0],[],0,[1],[3],91646590,[],"[""bench"", ""item"", ""retreat"", ""end""]",1,1,4,6,Alakazam,4,5,35,3,[1],"[""item""]",False,1,47,5,v15,True,True
False,[],[],[0],[],5,[],[],91646590,[],"[""select""]",1,0,1,6,Alakazam,4,5,35,3,[0],"[""select""]",False,1,48,5,v15,True,True
False,[],[],[],[],0,[],[1],91646590,[],"[""retreat"", ""end""]",1,1,2,6,Alakazam,5,6,34,3,[1],"[""end""]",False,1,49,5,v15,True,True
False,[],[],"[0, 1, 2, 3, 4]",[],4,[],[],91646590,[],"[""select"", ""select"", ""select"", ""select"", ""select""]",1,1,5,5,Alakazam,5,5,34,3,[1],"[""select""]",False,1,69,6,v15,True,True
False,[],[],[0],[],0,"[2, 3]",[11],91646590,[],"[""bench"", ""item"", ""supporter"", ""supporter"", ""boss"", ""boss"", ""energy"", ""energy"", ""energy"", ""energy"", ""energy"", ""end""]",1,1,12,5,Alakazam,4,5,33,4,[0],"[""bench""]",False,1,70,7,v15,True,True
False,[],[],[],[],0,"[1, 2]",[11],91646590,[],"[""item"", ""supporter"", ""supporter"", ""boss"", ""boss"", ""energy"", ""energy"", ""energy"", ""energy"", ""energy"", ""energy"", ""end""]",1,1,12,5,Alakazam,5,6,33,4,[0],"[""item""]",False,1,71,7,v15,True,True
False,[],[],[0],[],7,[],[],91646590,[],"[""select""]",1,1,1,5,Alakazam,5,6,33,4,[0],"[""select""]",False,1,72,7,v15,True,True
False,[],[],[],[],0,"[0, 1]",[10],91646590,[],"[""supporter"", ""supporter"", ""boss"", ""boss"", ""energy"", ""energy"", ""energy"", ""energy"", ""energy"", ""energy"", ""end""]",1,1,11,5,Alakazam,5,6,33,4,[9],"[""energy""]",False,1,73,7,v15,True,True
False,[],[],[],[],0,"[0, 1]",[4],91646590,[],"[""supporter"", ""supporter"", ""boss"", ""boss"", ""end""]",1,1,5,5,Alakazam,5,6,33,4,[1],"[""supporter""]",False,1,74,7,v15,True,True
False,[],[],[],[],0,[2],[4],91646590,[],"[""evolve"", ""evolve"", ""item"", ""stadium"", ""end""]",1,1,5,5,Alakazam,5,6,30,4,[3],"[""stadium""]",False,1,75,7,v15,True,True
False,[],[],[],[],0,[2],[4],91646590,[],"[""evolve"", ""evolve"", ""item"", ""ability"", ""end""]",1,1,5,5,Alakazam,5,6,30,4,[3],"[""ability""]",False,1,76,7,v15,True,True
False,[],[],[],[],7,[],[],91646590,[],"[""select"", ""select"", ""select"", ""select"", ""select""]",1,0,5,5,Alakazam,5,6,30,4,[1],"[""select""]",False,1,77,7,v15,True,True
False,[],[],[],[3],0,[2],[4],91646590,[],"[""evolve"", ""evolve"", ""item"", ""item"", ""end""]",1,1,5,5,Alakazam,5,6,29,4,[3],"[""item""]",False,1,78,7,v15,True,True
False,[],[],[],[],37,[],[],91646590,"[0, 1]","[""evolve"", ""evolve""]",1,1,2,5,Alakazam,5,6,29,4,[0],"[""evolve""]",False,1,79,7,v15,True,True
False,[],[],[],[],43,[],[],91646590,[],"[""flag"", ""flag""]",1,1,2,5,Alakazam,5,6,29,4,[0],"[""flag""]",False,1,80,7,v15,True,True
False,[],[],[],[],22,[],[],91646590,[],"[""select"", ""select"", ""select"", ""select""]",4,0,4,5,Alakazam,5,6,29,4,"[0, 1, 2]","[""select"", ""select"", ""select""]",False,1,81,7,v15,True,True
False,[],[],[1],[],21,[],[],91646590,[],"[""select"", ""select""]",1,1,2,5,Alakazam,5,6,29,4,[0],"[""select""]",False,1,82,7,v15,True,True
False,[],[],[1],[],21,[],[],91646590,[],"[""select"", ""select""]",1,1,2,5,Alakazam,5,6,28,4,[0],"[""select""]",False,1,83,7,v15,True,True
True,[],[],[1],[],21,[],[],91646590,[],"[""select"", ""select""]",1,1,2,5,Alakazam,5,6,27,4,[1],"[""select""]",True,1,84,7,v15,True,True
True,[937],[2],[],[],0,[1],[4],91646590,[],"[""evolve"", ""item"", ""attack"", ""retreat"", ""end""]",1,1,5,5,Alakazam,5,6,26,4,[0],"[""evolve""]",True,1,85,7,v15,True,True
True,[937],[1],[],[],0,[0],[3],91646590,[],"[""item"", ""attack"", ""retreat"", ""end""]",1,1,4,5,Alakazam,5,6,26,4,[0],"[""item""]",True,1,86,7,v15,True,True
True,[],[],[],[],7,[],[],91646590,[],"[""select"", ""select"", ""select"", ""select""]",1,0,4,5,Alakazam,5,6,19,4,[0],"[""select""]",True,1,87,7,v15,True,True
True,[937],[0],[],[],0,[],[2],91646590,[],"[""attack"", ""retreat"", ""end""]",1,1,3,5,Alakazam,5,6,25,4,[0],"[""attack""]",True,1,88,7,v15,True,True
True,[],[],"[0, 1, 3, 4]",[],15,[],[],91646590,[],"[""select"", ""select"", ""select"", ""select"", ""select""]",1,1,5,5,Alakazam,5,6,25,4,[1],"[""select""]",True,0,89,7,v15,True,True
True,[],[],[],[],7,[],[],91646590,[],"[""select"", ""select"", ""select"", ""select"", ""select"", ""select""]",1,1,6,5,Alakazam,5,6,25,4,[0],"[""select""]",True,0,90,7,v15,True,True
False,[],[],"[0, 1, 3, 4]",[],4,[],[],91646590,[],"[""select"", ""select"", ""select"", ""select"", ""select""]",1,1,5,3,Alakazam,5,5,25,4,[2],"[""select""]",False,1,107,8,v15,True,True
False,[],[],[],[],0,"[1, 2, 3, 6]",[9],91646590,[],"[""item"", ""item"", ""item"", ""supporter"", ""boss"", ""stamp"", ""item"", ""ability"", ""retreat"", ""end""]",1,1,10,3,Alakazam,4,5,24,5,[6],"[""item""]",False,1,108,9,v15,True,True
False,[],[],"[2, 4]",[],7,[],[],91646590,[],"[""select"", ""select"", ""select"", ""select"", ""select"", ""select""]",1,0,6,3,Alakazam,4,5,24,5,[1],"[""select""]",False,1,109,9,v15,True,True
False,[],[],[],[],0,"[1, 2, 3]",[9],91646590,[],"[""item"", ""item"", ""item"", ""supporter"", ""boss"", ""stamp"", ""evolve"", ""ability"", ""retreat"", ""end""]",1,1,10,3,Alakazam,4,5,23,5,[6],"[""evolve""]",False,1,110,9,v15,True,True
False,[],[],[],[],0,"[1, 2, 3]",[8],91646590,[],"[""item"", ""item"", ""item"", ""supporter"", ""boss"", ""stamp"", ""ability"", ""retreat"", ""end""]",1,1,9,3,Alakazam,4,5,23,5,[0],"[""item""]",False,1,111,9,v15,True,True
False,[],[],[1],[],7,[],[],91646590,[],"[""select"", ""select"", ""select"", ""select""]",1,1,4,3,Alakazam,4,5,23,5,[0],"[""select""]",False,1,112,9,v15,True,True
False,[],[],[],[],0,"[0, 1, 2]",[8],91646590,[5],"[""item"", ""item"", ""supporter"", ""boss"", ""stamp"", ""evolve"", ""ability"", ""retreat"", ""end""]",1,1,9,3,Alakazam,4,5,23,5,[5],"[""evolve""]",False,1,113,9,v15,True,True
False,[],[],[],[],43,[],[],91646590,[],"[""flag"", ""flag""]",1,1,2,3,Alakazam,4,5,23,5,[0],"[""flag""]",False,1,114,9,v15,True,True
False,[],[],[],[],22,[],[],91646590,[],"[""select""]",1,0,1,3,Alakazam,4,5,23,5,[0],"[""select""]",False,1,115,9,v15,True,True
False,[],[],[],[],21,[],[],91646590,[],"[""select""]",1,1,1,3,Alakazam,4,5,23,5,[0],"[""select""]",False,1,116,9,v15,True,True
True,[937],[6],[],[],0,"[0, 1, 2]",[8],91646590,[],"[""item"", ""item"", ""supporter"", ""boss"", ""stamp"", ""ability"", ""attack"", ""retreat"", ""end""]",1,1,9,3,Alakazam,4,5,22,5,[4],"[""stamp""]",True,1,117,9,v15,True,True
True,[937],[4],[2],[],0,[1],[6],91646590,[],"[""boss"", ""item"", ""bench"", ""ability"", ""attack"", ""retreat"", ""end""]",1,1,7,3,Alakazam,4,5,21,5,[2],"[""bench""]",True,1,118,9,v15,True,True
True,[937],[2],[],[],0,[],[4],91646590,[],"[""boss"", ""ability"", ""attack"", ""retreat"", ""end""]",1,1,5,3,Alakazam,5,6,21,5,[0],"[""boss""]",True,1,119,9,v15,True,True
True,[],[],"[0, 1, 3, 4]",[],3,[],[],91646590,[],"[""select"", ""select"", ""select"", ""select"", ""select""]",1,1,5,3,Alakazam,5,6,21,5,[3],"[""select""]",True,1,120,9,v15,True,True
True,[937],[1],[],[],0,[],[3],91646590,[],"[""ability"", ""attack"", ""retreat"", ""end""]",1,1,4,3,Alakazam,5,6,21,5,[0],"[""ability""]",True,0,121,9,v15,True,True
True,[],[],[],[],7,[],[],91646590,[],"[""select"", ""select"", ""select"", ""select""]",1,0,4,3,Alakazam,5,6,21,5,[0],"[""select""]",True,0,122,9,v15,True,True
True,[937],[0],[],[],0,[],[2],91646590,[],"[""attack"", ""retreat"", ""end""]",1,1,3,3,Alakazam,5,6,20,5,[0],"[""attack""]",True,0,123,9,v15,True,True
True,[],[],"[0, 1, 3, 4]",[],15,[],[],91646590,[],"[""select"", ""select"", ""select"", ""select"", ""select""]",1,1,5,3,Alakazam,5,6,20,5,[4],"[""select""]",True,2,124,9,v15,True,True
True,[937],[5],[],[],0,[1],[7],91646590,[],"[""stadium"", ""supporter"", ""ability"", ""ability"", ""ability"", ""attack"", ""retreat"", ""end""]",1,1,8,3,Alakazam,5,6,19,6,[2],"[""ability""]",True,3,143,11,v15,True,True
True,[],[],"[1, 2, 3, 4]",[],16,[],[],91646590,[],"[""select"", ""select"", ""select"", ""select"", ""select""]",1,1,5,3,Alakazam,5,6,19,6,[0],"[""select""]",True,3,144,11,v15,True,True
True,[],[],[],[],40,[],[],91646590,[],"[""number"", ""number"", ""number""]",1,1,3,3,Alakazam,5,6,19,6,[2],"[""number""]",True,3,145,11,v15,True,True
True,[],[],"[1, 2, 4, 5]",[],13,[],[],91646590,[],"[""select"", ""select"", ""select"", ""select"", ""select"", ""select""]",1,1,6,3,Alakazam,5,6,19,6,[3],"[""select""]",True,3,146,11,v15,True,True
True,[],[],[],[],7,[],[],91646590,[],"[""select"", ""select"", ""select"", ""select"", ""select""]",2,2,5,3,Alakazam,5,6,19,6,"[0, 1]","[""select"", ""select""]",True,1,147,11,v15,True,True
True,[937],[10],[],[],0,[1],[12],91646590,[],"[""stadium"", ""supporter"", ""energy"", ""energy"", ""energy"", ""energy"", ""energy"", ""energy"", ""ability"", ""ability"", ""attack"", ""retreat"", ""end""]",1,1,13,3,Alakazam,5,6,19,6,[8],"[""ability""]",True,1,148,11,v15,True,True
True,[],[],"[1, 2, 3, 4]",[],16,[],[],91646590,[],"[""select"", ""select"", ""select"", ""select"", ""select""]",1,1,5,3,Alakazam,5,6,19,6,[0],"[""select""]",True,1,149,11,v15,True,True
True,[],[],[],[],40,[],[],91646590,[],"[""number"", ""number"", ""number""]",1,1,3,3,Alakazam,5,6,19,6,[2],"[""number""]",True,1,150,11,v15,True,True
True,[],[],"[1, 2, 4]",[],13,[],[],91646590,[],"[""select"", ""select"", ""select"", ""select"", ""select""]",1,1,5,3,Alakazam,5,6,19,6,[3],"[""select""]",True,1,151,11,v15,True,True
True,[937],[9],[],[],0,[1],[11],91646590,[],"[""stadium"", ""supporter"", ""energy"", ""energy"", ""energy"", ""energy"", ""energy"", ""energy"", ""ability"", ""attack"", ""retreat"", ""end""]",1,1,12,3,Alakazam,5,6,19,6,[8],"[""ability""]",True,1,152,11,v15,True,True
True,[],[],"[1, 2, 3, 4]",[],16,[],[],91646590,[],"[""select"", ""select"", ""select"", ""select"", ""select""]",1,1,5,3,Alakazam,5,6,19,6,[0],"[""select""]",True,1,153,11,v15,True,True
True,[],[],[],[],40,[],[],91646590,[],"[""number"", ""number"", ""number""]",1,1,3,3,Alakazam,5,6,19,6,[2],"[""number""]",True,1,154,11,v15,True,True
True,[],[],"[1, 2, 4]",[],13,[],[],91646590,[],"[""select"", ""select"", ""select"", ""select"", ""select""]",1,1,5,3,Alakazam,5,6,19,6,[3],"[""select""]",True,1,155,11,v15,True,True
True,[937],[8],[],[],0,[1],[10],91646590,[],"[""stadium"", ""supporter"", ""energy"", ""energy"", ""energy"", ""energy"", ""energy"", ""energy"", ""attack"", ""retreat"", ""end""]",1,1,11,3,Alakazam,5,6,19,6,[7],"[""energy""]",True,1,156,11,v15,True,True
True,[937],[3],[],[],0,[1],[5],91646590,[],"[""stadium"", ""supporter"", ""ability"", ""attack"", ""retreat"", ""end""]",1,1,6,3,Alakazam,5,6,19,6,[2],"[""ability""]",True,1,157,11,v15,True,True
True,[],[],"[1, 2, 3, 4]",[],16,[],[],91646590,[],"[""select"", ""select"", ""select"", ""select"", ""select""]",1,1,5,3,Alakazam,5,6,19,6,[0],"[""select""]",True,1,158,11,v15,True,True
True,[],[],[],[],40,[],[],91646590,[],"[""number"", ""number"", ""number""]",1,1,3,3,Alakazam,5,6,19,6,[2],"[""number""]",True,1,159,11,v15,True,True
True,[],[],"[1, 2, 4]",[],13,[],[],91646590,[],"[""select"", ""select"", ""select"", ""select"", ""select""]",1,1,5,3,Alakazam,5,6,19,6,[3],"[""select""]",True,1,160,11,v15,True,True
True,[],[],[],[],7,[],[],91646590,[],"[""select"", ""select"", ""select""]",1,1,3,3,Alakazam,5,6,19,6,[0],"[""select""]",True,1,161,11,v15,True,True
True,[937],[2],[],[],0,[1],[4],91646590,[],"[""stadium"", ""supporter"", ""attack"", ""retreat"", ""end""]",1,1,5,3,Alakazam,5,6,19,6,[0],"[""stadium""]",True,1,162,11,v15,True,True
True,[937],[2],[],[],0,[0],[4],91646590,[],"[""supporter"", ""ability"", ""attack"", ""retreat"", ""end""]",1,1,5,3,Alakazam,5,6,19,6,[0],"[""supporter""]",True,1,163,11,v15,True,True
True,[937],[1],[],[],0,[],[3],91646590,[],"[""ability"", ""attack"", ""retreat"", ""end""]",1,1,4,3,Alakazam,5,6,18,6,[0],"[""ability""]",True,1,164,11,v15,True,True
True,[],[],[1],[],7,[],[],91646590,[],"[""select"", ""select"", ""select"", ""select""]",1,0,4,3,Alakazam,5,6,18,6,[1],"[""select""]",True,1,165,11,v15,True,True
True,[937],[0],[],[],0,[],[2],91646590,[],"[""attack"", ""retreat"", ""end""]",1,1,3,3,Alakazam,5,6,17,6,[0],"[""attack""]",True,1,166,11,v15,True,True
True,[],[],"[0, 1]",[],15,[],[],91646590,[],"[""select"", ""select"", ""select""]",1,1,3,3,Alakazam,5,6,17,6,[0],"[""select""]",True,0,167,11,v15,True,True
True,[],[],[],[],7,[],[],91646590,[],"[""select"", ""select""]",1,1,2,3,Alakazam,5,6,17,6,[0],"[""select""]",True,0,168,11,v15,True,True
False,[],[],"[0, 1, 3, 4]",[],4,[],[],91646590,[],"[""select"", ""select"", ""select"", ""select"", ""select""]",1,1,5,1,Alakazam,5,5,17,6,[0],"[""select""]",False,1,180,12,v15,True,True
False,[],[],[8],[],0,"[0, 7, 14]",[21],91646590,[],"[""supporter"", ""boss"", ""energy"", ""energy"", ""energy"", ""energy"", ""energy"", ""item"", ""bench"", ""energy"", ""energy"", ""energy"", ""energy"", ""energy"", ""supporter"", ""ability"", ""ability"", ""ability"", ""ability"", ""ability"", ""retreat"", ""end""]",1,1,22,1,Alakazam,4,5,16,7,[15],"[""ability""]",False,1,181,13,v15,True,True
False,[],[],"[0, 1, 2, 3]",[],16,[],[],91646590,[],"[""select"", ""select"", ""select"", ""select""]",1,1,4,1,Alakazam,4,5,16,7,[1],"[""select""]",False,1,182,13,v15,True,True
False,[],[],[],[],40,[],[],91646590,[],"[""number"", ""number"", ""number""]",1,1,3,1,Alakazam,4,5,16,7,[2],"[""number""]",False,1,183,13,v15,True,True
False,[],[],"[0, 1, 3]",[],13,[],[],91646590,[],"[""select"", ""select"", ""select"", ""select""]",1,1,4,1,Alakazam,4,5,16,7,[2],"[""select""]",False,1,184,13,v15,True,True
False,[],[],[8],[],0,"[0, 7, 14]",[20],91646590,[],"[""supporter"", ""boss"", ""energy"", ""energy"", ""energy"", ""energy"", ""energy"", ""item"", ""bench"", ""energy"", ""energy"", ""energy"", ""energy"", ""energy"", ""supporter"", ""ability"", ""ability"", ""ability"", ""ability"", ""retreat"", ""end""]",1,1,21,1,Alakazam,4,5,16,7,[16],"[""ability""]",False,1,185,13,v15,True,True
False,[],[],"[0, 1, 2, 3]",[],16,[],[],91646590,[],"[""select"", ""select"", ""select"", ""select""]",1,1,4,1,Alakazam,4,5,16,7,[2],"[""select""]",False,1,186,13,v15,True,True
False,[],[],[],[],40,[],[],91646590,[],"[""number"", ""number"", ""number""]",1,1,3,1,Alakazam,4,5,16,7,[2],"[""number""]",False,1,187,13,v15,True,True
False,[],[],"[0, 1, 3]",[],13,[],[],91646590,[],"[""select"", ""select"", ""select"", ""select""]",1,1,4,1,Alakazam,4,5,16,7,[2],"[""select""]",False,1,188,13,v15,True,True
False,[],[],[],[],7,[],[],91646590,[],"[""select""]",1,1,1,1,Alakazam,4,5,16,7,[0],"[""select""]",False,1,189,13,v15,True,True
False,[],[],[],[],41,[],[],91645648,[],"[""flag"", ""flag""]",1,1,2,0,Grimmsnarl (mirror),0,0,60,0,[0],"[""flag""]",False,0,1,0,v15,True,False
False,[],[],"[0, 1]",[],1,[],[],91645648,[],"[""select"", ""select""]",1,1,2,0,Grimmsnarl (mirror),0,0,53,0,[1],"[""select""]",False,0,2,0,v15,True,False
False,[],[],[0],[],2,[],[],91645648,[],"[""select""]",1,0,1,6,Grimmsnarl (mirror),0,0,47,0,[0],"[""select""]",False,0,4,0,v15,True,False
False,[],[],[],[],0,[3],[5],91645648,[],"[""stadium"", ""energy"", ""energy"", ""item"", ""stadium"", ""end""]",1,1,6,6,Grimmsnarl (mirror),1,2,46,1,[3],"[""item""]",False,1,5,1,v15,True,False
False,[],[],"[0, 1, 3, 4, 5, 6, 11, 12]",[],7,[],[],91645648,[],"[""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select""]",1,0,13,6,Grimmsnarl (mirror),1,2,46,1,[1],"[""select""]",False,1,6,1,v15,True,False
False,[],[],[4],[],0,[],[5],91645648,[],"[""stadium"", ""energy"", ""energy"", ""stadium"", ""bench"", ""end""]",1,1,6,6,Grimmsnarl (mirror),1,2,45,1,[4],"[""bench""]",False,1,7,1,v15,True,False
False,[],[],[],[],0,[],[5],91645648,[],"[""stadium"", ""energy"", ""energy"", ""energy"", ""stadium"", ""end""]",1,1,6,6,Grimmsnarl (mirror),2,3,45,1,[0],"[""stadium""]",False,1,8,1,v15,True,False
False,[],[],[],[],0,[],[4],91645648,[],"[""energy"", ""energy"", ""energy"", ""ability"", ""end""]",1,1,5,6,Grimmsnarl (mirror),2,3,45,1,[3],"[""ability""]",False,1,9,1,v15,True,False
False,[],[],"[1, 3, 5]",[],7,[],[],91645648,[],"[""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select""]",1,0,8,6,Grimmsnarl (mirror),2,3,45,1,[1],"[""select""]",False,1,10,1,v15,True,False
False,[],[],[3],[],0,[],[4],91645648,[],"[""energy"", ""energy"", ""energy"", ""bench"", ""end""]",1,1,5,6,Grimmsnarl (mirror),2,3,44,1,[3],"[""bench""]",False,1,11,1,v15,True,False
False,[],[],[],[],0,[],[4],91645648,[],"[""energy"", ""energy"", ""energy"", ""energy"", ""end""]",1,1,5,6,Grimmsnarl (mirror),3,4,44,1,[2],"[""energy""]",False,1,12,1,v15,True,False
False,[],[],[],[],0,[],[0],91645648,[],"[""end""]",1,1,1,6,Grimmsnarl (mirror),3,4,44,1,[0],"[""end""]",False,1,13,1,v15,True,False
False,[],[],[],[],0,"[0, 1, 2]",[4],91645648,[],"[""supporter"", ""supporter"", ""supporter"", ""ability"", ""end""]",1,1,5,6,Grimmsnarl (mirror),3,4,43,2,[3],"[""ability""]",False,1,26,3,v15,True,False
False,[],[],"[0, 6]",[],7,[],[],91645648,[],"[""select"", ""select"", ""select"", ""select"", ""select"", ""select"", ""select""]",1,0,7,6,Grimmsnarl (mirror),3,4,43,2,[2],"[""select""]",False,1,27,3,v15,True,False
False,[],[],[],[],0,"[0, 1, 2]",[5],91645648,[],"[""supporter"", ""supporter"", ""supporter"", ""evolve"", ""evolve"", ""end""]",1,1,6,6,Grimmsnarl (mirror),3,4,42,2,[4],"[""evolve""]",False,1,28,3,v15,True,False
