attack_ledger,contexts,create_time,episode_id,first_attack_turn,first_ready_turn,first_shadow_turn,is_first_choice,is_first_offered,log_turns,min_overage,opening_basics,opening_dark_energy,opening_grim_ex,opening_hand,opening_impidimp,opening_morgrem,opening_rare_candy,opp_attacks,opp_bodies_left,opp_damage,opp_deck_left,opp_first_attack_turn,opp_grim_ko,opp_kos,opp_max_attack_damage,opp_mulligans,opp_one_shot_kos,opp_prize_left,opponent_family,opponent_hash,opponent_rating,opponent_submission,our_active_steps,our_attacks,our_bodies_left,our_damage,our_deck_left,our_draws,our_empty_actions,our_grim_ko,our_grim_one_shot,our_hand_left,our_ko_ledger,our_kos,our_max_attack_damage,our_mulligans,our_one_shot_kos,our_prize_left,our_rating,our_small_ko,our_turns,our_zero_damage_attacks,seat,statuses,turns,version,went_first,won
"[{""t"": 2, ""by"": ""us"", ""atk"": 934, ""card"": 646, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 4, ""by"": ""us"", ""atk"": 934, ""card"": 646, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 6, ""by"": ""us"", ""atk"": 934, ""card"": 646, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 8, ""by"": ""us"", ""atk"": 934, ""card"": 646, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 10, ""by"": ""us"", ""atk"": 936, ""card"": 647, ""dmg"": 60, ""ko"": 0, ""os"": 0}, {""t"": 12, ""by"": ""us"", ""atk"": 936, ""card"": 647, ""dmg"": 60, ""ko"": 0, ""os"": 0}, {""t"": 13, ""by"": ""opp"", ""atk"": 479, ""card"": 345, ""dmg"": 240, ""ko"": 1, ""os"": 1}, {""t"": 15, ""by"": ""opp"", ""atk"": 479, ""card"": 345, ""dmg"": 240, ""ko"": 0, ""os"": 0}, {""t"": 17, ""by"": ""opp"", ""atk"": 479, ""card"": 345, ""dmg"": 240, ""ko"": 1, ""os"": 0}, {""t"": 18, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 19, ""by"": ""opp"", ""atk"": 479, ""card"": 345, ""dmg"": 240, ""ko"": 0, ""os"": 0}, {""t"": 21, ""by"": ""opp"", ""atk"": 479, ""card"": 345, ""dmg"": 240, ""ko"": 1, ""os"": 1}, {""t"": 23, ""by"": ""opp"", ""atk"": 479, ""card"": 345, ""dmg"": 240, ""ko"": 0, ""os"": 0}, {""t"": 25, ""by"": ""opp"", ""atk"": 479, ""card"": 345, ""dmg"": 240, ""ko"": 1, ""os"": 0}]","{""0"": 70, ""1"": 1, ""3"": 3, ""4"": 3, ""5"": 1, ""7"": 15, ""8"": 4, ""13"": 11, ""15"": 1, ""16"": 11, ""21"": 2, ""22"": 1, ""30"": 4, ""37"": 1, ""40"": 11, ""43"": 2}",2026-08-12T02:47:11.090226Z,92176656,2,10,18,,False,25,592.3335260000005,1,2,0,646|7|1137|1219|7|1097|104,1,0,0,7,4,1680,25,13,0,4,240,0,2,2,Kangaskhan / Crustle,1eda048ea3581634,974.4254,55439631,141,7,5,120,0,58,0,2,0,7,"[{""t"": 13, ""c"": 647, ""os"": true}, {""t"": 17, ""c"": 648, ""os"": false}, {""t"": 21, ""c"": 647, ""os"": true}, {""t"": 25, ""c"": 648, ""os"": false}]",1,60,0,0,5,874.6189,2,12,5,1,DONE|DONE,25,v19b,False,False
"[{""t"": 3, ""by"": ""us"", ""atk"": 934, ""card"": 646, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 5, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 400, ""ko"": 1, ""os"": 1}, {""t"": 6, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 220, ""ko"": 0, ""os"": 0}, {""t"": 7, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 250, ""ko"": 0, ""os"": 0}, {""t"": 8, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 230, ""ko"": 0, ""os"": 0}, {""t"": 9, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 250, ""ko"": 1, ""os"": 0}, {""t"": 10, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 220, ""ko"": 1, ""os"": 0}, {""t"": 11, ""by"": ""us"", ""atk"": 934, ""card"": 646, ""dmg"": 50, ""ko"": 0, ""os"": 0}, {""t"": 12, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}]","{""0"": 34, ""1"": 1, ""2"": 1, ""3"": 3, ""4"": 1, ""5"": 1, ""7"": 11, ""13"": 1, ""15"": 3, ""16"": 1, ""21"": 6, ""22"": 2, ""30"": 3, ""40"": 1, ""41"": 1, ""43"": 2}",2026-08-12T02:51:10.925133600Z,92177628,3,5,5,0,True,12,594.2978109999999,2,2,0,1097|1086|1259|646|646|7|7,2,0,0,4,6,880,17,6,1,3,230,0,1,1,Grimmsnarl (mirror),9714ab5c3996f6cc,853.1934,55436486,72,5,2,950,30,16,0,2,0,2,"[{""t"": 10, ""c"": 648, ""os"": false}, {""t"": 12, ""c"": 648, ""os"": false}, {""t"": 12, ""c"": 646, ""os"": true}]",2,400,0,1,3,866.9696,1,6,1,0,DONE|DONE,12,v19b,True,False
"[{""t"": 3, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 200, ""ko"": 0, ""os"": 0}, {""t"": 4, ""by"": ""opp"", ""atk"": 120, ""card"": 96, ""dmg"": 430, ""ko"": 1, ""os"": 0}, {""t"": 6, ""by"": ""opp"", ""atk"": 120, ""card"": 96, ""dmg"": 220, ""ko"": 1, ""os"": 1}, {""t"": 7, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 190, ""ko"": 1, ""os"": 0}, {""t"": 8, ""by"": ""opp"", ""atk"": 120, ""card"": 96, ""dmg"": 670, ""ko"": 1, ""os"": 0}, {""t"": 10, ""by"": ""opp"", ""atk"": 120, ""card"": 96, ""dmg"": 270, ""ko"": 1, ""os"": 1}]","{""0"": 31, ""1"": 1, ""2"": 1, ""3"": 2, ""4"": 3, ""7"": 9, ""13"": 3, ""15"": 2, ""16"": 3, ""21"": 4, ""22"": 2, ""30"": 1, ""37"": 2, ""40"": 3, ""41"": 1, ""43"": 2}",2026-08-12T02:55:35.522204600Z,92178567,3,3,3,0,True,10,596.5584869999997,2,1,0,1079|860|1259|860|1227|1219|7,0,0,1,4,2,1590,27,4,0,4,670,1,2,1,Ogerpon,0dede7cb8026e473,821.5342,55351349,70,2,3,390,26,27,0,2,0,6,"[{""t"": 4, ""c"": 648, ""os"": false}, {""t"": 6, ""c"": 860, ""os"": true}, {""t"": 8, ""c"": 648, ""os"": false}, {""t"": 10, ""c"": 104, ""os"": true}]",1,200,1,0,4,855.4193,2,5,0,0,DONE|DONE,10,v19b,True,False
"[{""t"": 4, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}, {""t"": 5, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 6, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 7, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 8, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 9, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 10, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 390, ""ko"": 1, ""os"": 0}, {""t"": 11, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 13, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}]","{""0"": 43, ""1"": 1, ""3"": 2, ""4"": 2, ""5"": 2, ""7"": 17, ""13"": 7, ""15"": 5, ""16"": 7, ""21"": 7, ""22"": 2, ""30"": 3, ""37"": 2, ""38"": 1, ""40"": 7, ""41"": 1, ""43"": 2}",2026-08-12T02:59:33.919381Z,92179523,5,5,5,0,True,13,594.652278,1,1,0,7|647|1219|646|1086|1097|1227,1,1,0,4,5,1020,21,4,2,3,390,2,1,3,Grimmsnarl (mirror),9714ab5c3996f6cc,874.3756,55417150,111,5,5,1050,17,31,0,0,0,7,"[{""t"": 4, ""c"": 646, ""os"": true}, {""t"": 10, ""c"": 112, ""os"": false}, {""t"": 10, ""c"": 112, ""os"": false}]",4,210,0,1,1,843.4929,3,7,0,0,DONE|DONE,13,v19b,True,True
"[{""t"": 2, ""by"": ""us"", ""atk"": 934, ""card"": 646, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 4, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 250, ""ko"": 0, ""os"": 0}, {""t"": 6, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 230, ""ko"": 2, ""os"": 1}, {""t"": 8, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 220, ""ko"": 1, ""os"": 0}, {""t"": 9, ""by"": ""opp"", ""atk"": 540, ""card"": 387, ""dmg"": 400, ""ko"": 1, ""os"": 0}, {""t"": 10, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}]","{""0"": 41, ""1"": 1, ""3"": 1, ""4"": 1, ""5"": 2, ""7"": 13, ""13"": 7, ""15"": 4, ""16"": 7, ""21"": 5, ""22"": 2, ""37"": 1, ""40"": 6, ""43"": 2}",2026-08-12T03:03:18.524163600Z,92180443,2,4,4,,False,10,593.6128819999997,1,2,1,7|1097|646|648|1219|1227|7,1,0,0,1,4,400,32,9,0,1,400,0,0,4,other: Cynthia's Garchomp ex,1425edcfd4319da5,876.1628,55330516,93,5,6,910,20,34,0,1,0,4,"[{""t"": 9, ""c"": 648, ""os"": false}]",5,250,0,1,2,854.8185,0,5,1,1,DONE|DONE,10,v19b,False,True
"[{""t"": 4, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}, {""t"": 5, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 6, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 7, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 390, ""ko"": 2, ""os"": 2}, {""t"": 8, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 9, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}, {""t"": 10, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 11, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}]","{""0"": 44, ""1"": 1, ""2"": 1, ""3"": 2, ""4"": 1, ""5"": 1, ""7"": 12, ""13"": 12, ""15"": 4, ""16"": 12, ""21"": 4, ""22"": 2, ""30"": 2, ""40"": 12, ""41"": 1, ""43"": 2}",2026-08-12T03:07:12.049028200Z,92181383,5,5,5,0,True,11,593.0307750000003,2,0,0,1182|1227|1259|112|646|647|1152,1,1,0,4,2,840,21,4,2,1,210,0,1,5,Grimmsnarl (mirror),9714ab5c3996f6cc,888.615,55437925,113,4,6,1020,27,36,0,0,0,4,"[{""t"": 4, ""c"": 646, ""os"": true}]",5,390,0,3,1,865.3957,1,6,0,0,DONE|DONE,11,v19b,True,True
"[{""t"": 7, ""by"": ""opp"", ""atk"": 479, ""card"": 345, ""dmg"": 140, ""ko"": 1, ""os"": 0}, {""t"": 8, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 50, ""ko"": 0, ""os"": 0}, {""t"": 9, ""by"": ""opp"", ""atk"": 479, ""card"": 345, ""dmg"": 280, ""ko"": 1, ""os"": 1}, {""t"": 10, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 180, ""ko"": 1, ""os"": 0}]","{""0"": 39, ""1"": 1, ""4"": 1, ""5"": 1, ""7"": 11, ""13"": 7, ""15"": 1, ""16"": 7, ""21"": 2, ""22"": 1, ""40"": 7, ""43"": 1}",2026-08-12T03:11:06.150904500Z,92182320,8,8,8,,False,10,593.8649280000003,1,2,0,1152|1219|860|7|1079|104|7,0,0,1,2,1,420,32,7,0,1,280,0,1,5,Ogerpon,606c51d236295fcd,520.5383,54824883,79,2,6,230,22,28,0,0,0,8,"[{""t"": 7, ""c"": 112, ""os"": false}]",3,180,0,0,4,875.6304,1,5,0,1,DONE|DONE,10,v19b,False,True
"[{""t"": 6, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 230, ""ko"": 1, ""os"": 1}, {""t"": 7, ""by"": ""opp"", ""atk"": 154, ""card"": 121, ""dmg"": 290, ""ko"": 0, ""os"": 0}, {""t"": 8, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 220, ""ko"": 1, ""os"": 0}, {""t"": 9, ""by"": ""opp"", ""atk"": 154, ""card"": 121, ""dmg"": 260, ""ko"": 2, ""os"": 0}, {""t"": 10, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 11, ""by"": ""opp"", ""atk"": 154, ""card"": 121, ""dmg"": 260, ""ko"": 2, ""os"": 2}, {""t"": 12, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 13, ""by"": ""opp"", ""atk"": 154, ""card"": 121, ""dmg"": 260, ""ko"": 1, ""os"": 1}]","{""0"": 46, ""1"": 1, ""3"": 1, ""4"": 2, ""5"": 1, ""7"": 14, ""13"": 3, ""15"": 4, ""16"": 3, ""21"": 5, ""22"": 2, ""30"": 1, ""40"": 2, ""43"": 3}",2026-08-12T03:15:36.399874600Z,92183257,6,6,6,,False,13,593.9222129999997,1,0,0,1079|1097|104|1227|860|647|1152,0,1,1,4,5,1070,22,7,0,5,290,0,3,1,Dragapult,3edaa824fcc4d093,912.7642,55441775,88,4,3,870,17,36,0,1,0,3,"[{""t"": 9, ""c"": 648, ""os"": false}, {""t"": 9, ""c"": 104, ""os"": false}, {""t"": 11, ""c"": 112, ""os"": true}, {""t"": 11, ""c"": 112, ""os"": true}, {""t"": 13, ""c"": 112, ""os"": true}]",3,230,0,1,2,876.9554,4,6,0,1,DONE|DONE,13,v19b,False,False
"[{""t"": 4, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 390, ""ko"": 1, ""os"": 1}, {""t"": 5, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 6, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 7, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 2, ""os"": 0}, {""t"": 8, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 9, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 10, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 11, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}]","{""0"": 45, ""1"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""7"": 16, ""8"": 1, ""13"": 6, ""15"": 4, ""16"": 6, ""21"": 5, ""22"": 2, ""30"": 2, ""37"": 1, ""38"": 1, ""40"": 6, ""41"": 1, ""43"": 3}",2026-08-12T03:19:36.616080200Z,92184195,5,5,5,0,True,11,592.6040910000013,1,1,0,1097|112|1152|647|7|647|1086,0,2,0,4,2,1020,21,4,2,1,390,2,1,5,Grimmsnarl (mirror),2cd6d97526908dbb,804.4432,55437543,103,4,6,840,14,40,0,0,0,8,"[{""t"": 4, ""c"": 112, ""os"": true}]",4,210,1,0,2,869.0665,1,6,0,0,DONE|DONE,11,v19b,True,True
"[{""t"": 3, ""by"": ""opp"", ""atk"": 1226, ""card"": 849, ""dmg"": 160, ""ko"": 1, ""os"": 1}, {""t"": 4, ""by"": ""us"", ""atk"": 934, ""card"": 646, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 5, ""by"": ""opp"", ""atk"": 1226, ""card"": 849, ""dmg"": 170, ""ko"": 1, ""os"": 1}, {""t"": 6, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 240, ""ko"": 0, ""os"": 0}, {""t"": 7, ""by"": ""opp"", ""atk"": 1225, ""card"": 849, ""dmg"": 260, ""ko"": 0, ""os"": 0}, {""t"": 8, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 240, ""ko"": 0, ""os"": 0}, {""t"": 9, ""by"": ""opp"", ""atk"": 1225, ""card"": 849, ""dmg"": 270, ""ko"": 0, ""os"": 0}, {""t"": 10, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 230, ""ko"": 0, ""os"": 0}, {""t"": 11, ""by"": ""opp"", ""atk"": 1225, ""card"": 849, ""dmg"": 270, ""ko"": 1, ""os"": 0}, {""t"": 12, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 220, ""ko"": 0, ""os"": 0}, {""t"": 13, ""by"": ""opp"", ""atk"": 1225, ""card"": 849, ""dmg"": 280, ""ko"": 0, ""os"": 0}, {""t"": 14, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}]","{""0"": 60, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 3, ""5"": 2, ""7"": 15, ""8"": 1, ""13"": 11, ""15"": 5, ""16"": 11, ""21"": 5, ""22"": 2, ""27"": 1, ""30"": 2, ""40"": 11, ""43"": 3}",2026-08-12T03:23:36.246205400Z,92185184,4,6,6,,False,14,590.7813940000002,2,1,0,1097|860|860|7|1219|1086|1259,0,0,0,6,4,1410,8,3,0,3,280,0,2,2,Mega Lopunny / Froslass,a7ee29914c1dce64,870.3213,55440107,135,6,6,1140,4,56,0,1,0,6,"[{""t"": 3, ""c"": 860, ""os"": true}, {""t"": 5, ""c"": 646, ""os"": true}, {""t"": 11, ""c"": 648, ""os"": false}]",3,240,2,0,3,875.8766,2,7,1,1,DONE|DONE,14,v19b,False,True
"[{""t"": 6, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}, {""t"": 7, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 390, ""ko"": 1, ""os"": 1}, {""t"": 8, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 9, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 10, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 11, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 12, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 2, ""os"": 0}, {""t"": 14, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}]","{""0"": 45, ""1"": 1, ""3"": 2, ""4"": 2, ""5"": 1, ""7"": 17, ""13"": 5, ""15"": 3, ""16"": 5, ""21"": 6, ""22"": 2, ""30"": 2, ""37"": 1, ""40"": 5, ""41"": 1, ""43"": 2}",2026-08-12T03:27:36.409071500Z,92186068,7,5,7,0,True,14,595.0844979999998,1,1,1,860|7|1182|1097|648|1086|1259,0,0,0,5,6,1050,20,6,1,5,210,0,1,1,Grimmsnarl (mirror),9714ab5c3996f6cc,814.3799,55378431,100,3,4,810,19,40,0,2,0,6,"[{""t"": 6, ""c"": 860, ""os"": true}, {""t"": 10, ""c"": 647, ""os"": false}, {""t"": 12, ""c"": 648, ""os"": false}, {""t"": 12, ""c"": 646, ""os"": false}, {""t"": 14, ""c"": 648, ""os"": false}]",2,390,1,1,3,884.2137,3,7,0,0,DONE|DONE,14,v19b,True,False
"[{""t"": 3, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}, {""t"": 5, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}, {""t"": 6, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 7, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 8, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 9, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 10, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 11, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 12, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 13, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}]","{""0"": 44, ""1"": 1, ""3"": 4, ""4"": 1, ""5"": 2, ""7"": 16, ""13"": 4, ""15"": 6, ""16"": 4, ""21"": 8, ""22"": 3, ""30"": 5, ""37"": 1, ""40"": 4, ""41"": 1, ""43"": 3}",2026-08-12T03:31:36.130627900Z,92186979,3,3,3,0,True,13,590.5271489999997,1,0,0,1079|1097|1086|104|1259|112|1137,0,0,1,4,4,840,16,6,2,3,210,0,0,2,Grimmsnarl (mirror),9714ab5c3996f6cc,754.6949,55446332,107,6,3,1260,18,28,0,1,0,7,"[{""t"": 8, ""c"": 112, ""os"": false}, {""t"": 10, ""c"": 648, ""os"": false}, {""t"": 12, ""c"": 112, ""os"": false}]",4,210,0,2,2,880.655,2,7,0,0,DONE|DONE,13,v19b,True,True
"[{""t"": 2, ""by"": ""us"", ""atk"": 934, ""card"": 646, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 3, ""by"": ""opp"", ""atk"": 1071, ""card"": 742, ""dmg"": 30, ""ko"": 0, ""os"": 0}, {""t"": 4, ""by"": ""us"", ""atk"": 934, ""card"": 646, ""dmg"": 20, ""ko"": 0, ""os"": 0}, {""t"": 5, ""by"": ""opp"", ""atk"": 1072, ""card"": 743, ""dmg"": 240, ""ko"": 1, ""os"": 0}, {""t"": 6, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 450, ""ko"": 1, ""os"": 0}, {""t"": 7, ""by"": ""opp"", ""atk"": 1072, ""card"": 743, ""dmg"": 240, ""ko"": 0, ""os"": 0}, {""t"": 8, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 410, ""ko"": 1, ""os"": 0}, {""t"": 9, ""by"": ""opp"", ""atk"": 1072, ""card"": 743, ""dmg"": 320, ""ko"": 1, ""os"": 0}, {""t"": 10, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 390, ""ko"": 1, ""os"": 0}, {""t"": 11, ""by"": ""opp"", ""atk"": 1072, ""card"": 743, ""dmg"": 380, ""ko"": 1, ""os"": 0}]","{""0"": 34, ""1"": 1, ""2"": 1, ""4"": 3, ""5"": 3, ""7"": 13, ""8"": 2, ""13"": 5, ""15"": 3, ""16"": 5, ""21"": 5, ""22"": 2, ""34"": 3, ""37"": 1, ""40"": 5, ""43"": 2}",2026-08-12T03:31:36.222178200Z,92187042,2,6,6,,False,12,592.9779179999997,3,1,0,1079|7|1086|646|646|860|1227,2,0,1,5,2,1210,12,3,0,3,380,0,0,1,Alakazam,a665414222aea434,836.673,55442940,88,5,5,1270,12,43,0,2,0,4,"[{""t"": 5, ""c"": 646, ""os"": false}, {""t"": 9, ""c"": 648, ""os"": false}, {""t"": 11, ""c"": 648, ""os"": false}]",5,450,1,0,1,873.7309,1,6,1,1,DONE|DONE,12,v19b,False,True
"[{""t"": 3, ""by"": ""opp"", ""atk"": 982, ""card"": 678, ""dmg"": 130, ""ko"": 1, ""os"": 1}, {""t"": 5, ""by"": ""opp"", ""atk"": 982, ""card"": 678, ""dmg"": 160, ""ko"": 1, ""os"": 1}, {""t"": 6, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 7, ""by"": ""opp"", ""atk"": 982, ""card"": 678, ""dmg"": 160, ""ko"": 1, ""os"": 1}, {""t"": 8, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 9, ""by"": ""opp"", ""atk"": 983, ""card"": 678, ""dmg"": 300, ""ko"": 0, ""os"": 0}, {""t"": 10, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 11, ""by"": ""opp"", ""atk"": 982, ""card"": 678, ""dmg"": 130, ""ko"": 0, ""os"": 0}, {""t"": 12, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 13, ""by"": ""opp"", ""atk"": 983, ""card"": 678, ""dmg"": 270, ""ko"": 1, ""os"": 0}]","{""0"": 40, ""1"": 1, ""2"": 1, ""3"": 3, ""4"": 4, ""5"": 1, ""7"": 13, ""13"": 3, ""15"": 4, ""16"": 3, ""21"": 7, ""22"": 3, ""30"": 2, ""40"": 3, ""43"": 3}",2026-08-12T03:35:36.095717Z,92187796,6,6,6,,False,14,593.8844089999998,3,1,0,112|112|646|1259|7|1097|1152,1,0,0,6,3,1150,14,3,0,4,300,0,3,1,Mega Lucario,05f854e1b3b3ba0f,730.0053,55447139,91,4,5,840,19,19,0,1,0,6,"[{""t"": 3, ""c"": 646, ""os"": true}, {""t"": 5, ""c"": 646, ""os"": true}, {""t"": 7, ""c"": 112, ""os"": true}, {""t"": 13, ""c"": 648, ""os"": false}]",3,210,0,0,2,885.2389,3,7,0,1,DONE|DONE,14,v19b,False,True
