cluster_id,representative_deck_hash,major_cards,core_line_candidates,team_count,submission_count,replay_count,decision_count_estimate,wins,losses,rank_min,rank_max,rank_distribution,deck_variant_count,mean_replacement_distance,ml_recommendation,teams
cluster_038,74f82756f45e82d0,11 1152 1225 2 66 305 848 849 1086 1121 1122 1174 1227 1264,66 305 791 848 849 1086 1120 1121 1122 1152 1174 1182,2,20,124,5670,65,61,2,50,2 3 6 8 11 13 16 19 21 26 27 29 31 33 34 40 41 45 47 50,2,0.087,low,EmperorGodking | Ruko
cluster_039,541ef54c9160b543,19 65 66 741 742 743 1079 1086 1152 1225 1231 5 1081 1097,65 66 741 742 743 1079 1081 1086 1097 1152 1182 1197,9,17,19,855,4,15,2,47,2 3 4 10 13 16 19 20 27 28 30 32 38 40 44 45 47,7,3.263,medium,Ericakcc | Gotta Prompt ’Em All | Hiromi Motodera | Kyogre | LookingIN97 | SaiDuttaAbhishekDash | Steven66886688 | digimagi | knomura03
cluster_040,347a0ea96a15766f,7 138 1102 1121 1162 1195 1227 1097 1119 1122 1205 140 141 1182,138 140 141 1097 1102 1119 1121 1122 1162 1182 1195 1205,1,1,1,45,0,1,3,3,3,1,0.0,single-teacher warning,Shima_2054
cluster_041,1350508087c01043,11 66 305 848 1086 1121 1122 1152 1174 1182 1225 1227 1229 14,66 305 848 849 1086 1121 1122 1152 1174 1182 1225 1227,1,14,112,5175,65,50,3,46,3 4 7 8 17 18 21 24 26 29 30 36 42 46,1,0.0,single-teacher warning,lmaffei
cluster_042,59d0f45a16f25dbf,1 317 344 345 625 1086 1094 5 174 1121 1152 330 1123 1132,174 317 330 344 345 625 1086 1094 1121 1123 1132 1152,1,2,2,90,0,2,3,31,3 31,1,0.0,single-teacher warning,pokelarp
cluster_043,9dd195efd2ff09e2,2 788 1079 1086 1121 1192 1232 789 790 795 1097 1122 1123 1182,788 789 790 795 1079 1086 1097 1121 1122 1123 1182 1192,1,1,1,45,0,1,4,4,4,1,0.0,single-teacher warning,Pika 1
cluster_044,c8185b00ca9f6678,3 19 741 742 860 1086 1152 1231 743 1079 1225 5 861 1182,741 742 743 860 861 1079 1086 1152 1182 1198 1225 1231,1,1,1,45,0,1,4,4,4,1,0.0,single-teacher warning,TCG Curator
cluster_045,7d52e6ebffa23f62,7 112 646 648 1079 1086 1227 1231 1097 1152 1259 647 649 1197,112 646 647 648 649 1079 1086 1097 1152 1197 1227 1231,2,8,8,360,2,6,4,45,4 17 19 28 30 34 36 45,3,1.875,low,Hiro Nomo | Vybhav Chaturvedi
cluster_046,a6efe6eac16e29b3,11 19 878 1134 1152 1171 1219 1227 879 1097 1121 1182 1255 184,184 304 878 879 1097 1115 1121 1134 1152 1171 1182 1219,1,1,1,45,0,1,6,6,6,1,0.0,single-teacher warning,KenPTCG
cluster_047,d8b422c7c1078b2a,6 58 344 345 1122 1123 1142 1182 1185 1197 1086 1152 1097 1194,58 344 345 1086 1097 1122 1123 1142 1152 1182 1185 1194,1,1,1,45,0,1,6,6,6,1,0.0,single-teacher warning,Super Mippo
cluster_048,bafc79994f4c6afb,2 5 119 120 1086 1121 1152 1227 121 1079 1097 1182 235 326,119 120 121 235 326 410 1079 1086 1097 1121 1152 1182,1,1,1,45,0,1,7,7,7,1,0.0,single-teacher warning,jin ryoma
cluster_049,fbe4c35942cde568,2 5 119 120 1086 1121 1152 1227 121 1182 7 66 112 305,66 112 119 120 121 305 1086 1121 1152 1182 1198 1213,5,20,105,4905,68,41,7,50,7 16 17 19 20 21 22 24 25 29 31 32 33 38 42 43 47 48 49 50,4,1.413,high,RtoABC | Two Stooges | ZETADIVISION | ojicat | sender1999
cluster_050,47ffbb95e292c890,5 19 745 1152 1227 16 746 747 1194 112 117 1145 1182 1197,112 117 745 746 747 1145 1152 1182 1194 1197 1227 1231,1,14,15,675,4,11,7,49,7 8 9 11 17 18 20 23 29 32 39 46 47 49,1,0.0,single-teacher warning,cocosu3434
cluster_051,4c2391a2134da4c4,3 1030 1086 1227 7 860 1031 1122 1152 1182 1225 1229 17 104,104 112 860 1030 1031 1086 1097 1122 1152 1182 1198 1219,1,1,1,45,0,1,7,7,7,1,0.0,single-teacher warning,KentoKuri
cluster_052,596584fb43b8d041,5 19 164 1086 1097 1120 1152 1197 1225 1227 1161 1228 817 818,164 817 818 1081 1086 1097 1120 1122 1152 1161 1184 1197,1,18,120,5715,68,59,7,35,7 9 10 11 13 15 17 18 20 21 22 23 25 26 31 32 34 35,1,0.0,single-teacher warning,hikarimaru
cluster_053,d12bb3dd41f8ba38,1 14 344 345 1086 1094 1147 1152 1198 1210 1227 1256 18 414,344 345 414 1086 1094 1129 1147 1152 1198 1210 1227 1256,1,14,15,675,6,9,7,43,7 8 10 13 16 23 26 31 35 36 39 40 42 43,1,0.0,single-teacher warning,hukuda222
cluster_054,48d82eed2096682f,11 19 878 879 1115 1152 1171 1182 1208 1227 1255 1122 5 304,304 878 879 1097 1115 1121 1122 1152 1171 1182 1208 1227,1,1,1,45,0,1,8,8,8,1,0.0,single-teacher warning,Harigane Ippei
cluster_055,ba4c0bbd3eeb4a9c,19 741 742 1086 1152 1225 1231 1264 65 66 743 1079 1182 1156,65 66 741 742 743 1079 1086 1152 1156 1182 1225 1231,3,3,3,135,0,3,8,38,8 29 38,3,4.333,medium,Niche | Pokopia | Team Rocket
cluster_056,9b92e87b140ef2d6,3 506 1081 1086 1097 1120 1122 1152 1227 1208 66 305 1166 1197,66 305 506 1081 1086 1097 1120 1122 1152 1166 1197 1208,1,7,8,360,5,3,8,46,8 11 22 23 29 44 46,2,2.5,single-teacher warning,BluezLee
cluster_057,af7a4fb9c1b2bb51,3 17 666 1030 1086 1122 1145 1189 1227 1031 1121 1213 1225 11,666 1030 1031 1086 1121 1122 1145 1189 1213 1225 1227,1,1,1,45,1,0,8,8,8,1,0.0,single-teacher warning,PLAYERshi
cluster_058,9aec8b44bb9f81f8,1 16 96 1094 1116 1121 1227 1182 1250 184 230 272 756 1071,96 184 230 272 756 1071 1094 1116 1121 1182 1227 1250,1,1,1,45,0,1,8,8,8,1,0.0,single-teacher warning,William_Rod
cluster_059,066ff4f7ef2edbdb,1 96 1121 1216 781 1097 1123 1116 1182 1207 1227 1107,96 781 1097 1116 1121 1123 1182 1207 1216 1227,1,1,1,45,0,1,8,8,8,1,0.0,single-teacher warning,jkatdare
cluster_060,64abde6892ae0e10,11 14 18 756 1122 1182 1219 1227 344 345 1147 1152 3 414,344 345 414 756 1086 1122 1147 1152 1182 1212 1219 1227,1,8,12,540,7,5,8,43,8 20 22 23 25 36 37 43,1,0.0,single-teacher warning,takuyay
cluster_061,ec134c53314e14fc,6 979 1119 1121 1185 1123 58 447 682 1118 1182 1187 1188 1158,58 447 682 979 1118 1119 1121 1123 1182 1185 1187 1188,1,1,1,45,0,1,9,9,9,1,0.0,single-teacher warning,Zane Cheung
cluster_062,7ee39029abb76016,1 89 90 92 93 1094 1152 1227 1245 1213 1086 1175 1182 73,89 90 92 93 1086 1094 1152 1175 1182 1213 1227 1245,1,2,2,90,1,1,9,18,9 18,1,0.0,single-teacher warning,miura-iori
cluster_063,1383cb7f76299ff6,11 305 1086 1121 1152 1229 66 1122 1174 1182 1227 5 848 849,66 305 848 849 1086 1097 1121 1122 1146 1152 1174 1182,1,1,1,45,0,1,9,9,9,1,0.0,single-teacher warning,HID_garal
cluster_064,94ecd57c023a52c1,1 89 90 93 655 1086 1094 1152 1227 1245 1225 42 92 1175,42 89 90 92 93 655 1086 1094 1152 1175 1182 1225,1,5,6,270,2,4,9,37,9 11 20 29 37,1,0.0,single-teacher warning,PP.TAKEHIRO_KAWADA
cluster_065,df0dde41f2b07cdc,3 415 1097 1119 1121 416 417 1086 1118 1184 1219 122 1079 1182,122 415 416 417 1079 1086 1097 1118 1119 1121 1182 1184,1,2,2,90,0,2,9,25,9 25,1,0.0,single-teacher warning,さやのーず
cluster_066,157f172eec9ea85a,3 1030 1031 1086 1102 1152 1225 1227 860 861 1122 1145 1262 11,860 861 1030 1031 1086 1102 1122 1145 1152 1225 1227 1229,1,1,1,45,0,1,10,10,10,1,0.0,single-teacher warning,majigori
cluster_067,d8a43f06feed70b2,19 741 1079 1081 1086 1152 1225 742 743 1182 1231 1266 5 65,65 66 741 742 743 1079 1081 1086 1152 1182 1225 1231,2,2,2,90,0,2,10,47,10 47,2,5.0,low,hau_uah | 【ＡＩと共に、ＡＩと戦う】tubotu
cluster_068,282504e445a4d4fc,4 1227 1233 265 268 269 270 271 1086 1121 1254 1097 1152 1110,265 268 269 270 271 1086 1097 1121 1152 1227 1233 1254,11,13,17,765,3,14,10,49,10 23 24 26 27 28 29 34 37 38 43 48 49,1,0.0,medium,2-38.com | KenLatte | Pokemon Garı Gacıyo | Remi Wynthein | Testuo&Ryuji | Unicorn | nobker | starclan | szyulian | yaruwo | たけまる
cluster_069,7e9d61fc3ef18d69,1 96 1094 1121 1227 1261 709 917 650 651 652 710 1071 1097,96 650 651 652 709 710 917 1071 1094 1097 1121 1182,1,2,2,90,0,2,10,43,10 43,1,0.0,single-teacher warning,uenohara-s
cluster_070,63ede2d2b12a5e21,1 756 1116 1121 1198 1250 96 1071 3 4 5 6 63 184,63 96 184 756 1071 1097 1098 1116 1121 1182 1198 1205,1,15,20,900,9,11,10,48,10 12 14 21 24 27 33 34 35 37 39 40 45 47 48,1,0.0,single-teacher warning,zoroark190
cluster_071,1fc1a8bce030d87c,1 92 96 1086 1094 1121 93 150 1079 1182 1192 1097 1123 1227,92 93 96 150 1079 1086 1094 1097 1121 1123 1182 1192,1,1,1,45,0,1,10,10,10,1,0.0,single-teacher warning,Zach Lindsey
cluster_072,05e3548afec4b569,6 20 379 380 1086 1152 1227 341 342 381 1142 1173 387 1079,341 342 379 380 381 387 1079 1086 1097 1122 1142 1152,2,3,3,135,0,3,11,46,11 41 46,2,3.667,low,IPL | Pokkén
cluster_073,32f6cf0e503f81eb,11 14 65 66 1086 1122 1152 1225 1227 1229 848 849 1174 1182,65 66 174 848 849 1086 1122 1152 1174 1182 1225 1227,1,1,1,45,0,1,11,11,11,1,0.0,single-teacher warning,openrasmus
cluster_074,90a9d46cce689d3a,6 677 678 1102 1141 1142 1152 1227 676 1213 675 20 117 673,675 676 677 678 1102 1141 1142 1152 1213 1227,2,8,9,405,4,5,11,48,11 15 19 21 26 45 47 48,2,0.667,low,Help-Computa | やる気元気ミワハルキ
cluster_075,b71887d6b444d21b,3 506 1081 1086 1120 1152 1227 65 1097 1119 1197 7 66 112,65 66 112 506 1081 1086 1097 1102 1119 1120 1122 1152,1,4,5,225,2,3,11,33,11 23 26 33,1,0.0,single-teacher warning,元乃元元宝
cluster_076,450a23552c2f2d2f,3 860 1030 1086 1119 1189 1227 861 1031 1122 1229 1123 1145 1182,860 861 1030 1031 1086 1119 1122 1123 1145 1182 1189 1225,8,12,13,585,3,10,11,50,11 14 19 21 23 28 35 42 43 44 48 50,3,0.538,medium,FabrizioFedericoni | MichiFuna | Natalia Jaśkowska | StockMagikarp | pkm-agent | so-ta | tomatomato | zumatin
cluster_077,4366d74aac2802b6,3 506 1081 1120 1122 1182 1219 1227 1097 1119 1166 1086 1152 1194,506 1081 1086 1097 1119 1120 1122 1152 1166 1182 1194 1197,5,10,14,630,3,11,12,50,12 24 27 34 36 37 41 42 45 50,1,0.0,medium,Akhil Chinta | Michael Krager | MtN | ikeyu | 東京みらいテック行政書士事務所
cluster_078,bc84e353a6a5e5f4,6 341 342 379 380 1086 1152 1182 1227 20 381 1142 1173 1213,341 342 379 380 381 1086 1142 1152 1173 1182 1213 1219,4,11,11,495,2,9,12,50,12 14 18 26 37 38 42 45 46 48 50,5,3.455,medium,MMA | Orin | Takeshi Tanno | watruri
cluster_079,dfa57b8f28d68522,6 16 1122 1142 1152 1187 1227 116 676 1182 675 1051 1052 1097,116 675 676 1051 1052 1097 1122 1142 1152 1174 1182 1187,2,13,16,720,7,9,12,50,12 19 25 31 32 34 35 39 44 46 48 49 50,2,1.75,low,RK | btk15049
cluster_080,9dc1bcd566a9ef60,6 677 678 1102 1142 673 674 1121 1182 741 742 743 1123 1192,673 674 677 678 741 742 743 1102 1121 1123 1142 1182,1,1,1,45,0,1,13,13,13,1,0.0,single-teacher warning,yamuyamu
cluster_081,d1ac7c279ffd0564,1 96 1094 1152 1227 1261 709 710 917 1127 1174 1221 1231 1110,96 709 710 917 1094 1127 1152 1174 1221 1227 1231 1261,1,1,1,45,0,1,13,13,13,1,0.0,single-teacher warning,Oniku
cluster_082,e94f968a1dc1f93c,7 642 1086 1121 1122 643 646 1182 1195 644 645 1097 1118 1123,642 643 644 645 646 1086 1097 1118 1121 1122 1123 1182,1,1,1,45,0,1,13,13,13,1,0.0,single-teacher warning,RG
cluster_083,9bd03ff1960b2278,19 741 742 1086 1152 1231 66 305 743 1079 1225 1261 1081 1161,66 305 741 742 743 1079 1081 1086 1152 1161 1182 1225,1,1,1,45,0,1,13,13,13,1,0.0,single-teacher warning,Jack Wilson
cluster_084,c27d175743a994b1,5 119 120 1086 1121 1152 1227 2 121 1182 1198 1260 7 65,65 112 119 120 121 306 1079 1086 1097 1121 1152 1182,2,4,4,180,2,2,14,50,14 20 34 50,2,4.0,low,Rojiomote | Yuki Mizutani
cluster_085,1ba58fb8a41b6101,5 19 164 1086 1097 1120 1152 1182 1194 1197 1227 1228 16 1122,164 689 1086 1097 1120 1122 1152 1161 1182 1194 1197 1227,2,7,8,360,0,8,14,50,14 24 34 43 47 48 50,2,0.25,low,Marshall Maximizer | koga_poke
cluster_086,4aa0a5c305cc4b76,119 120 1086 1121 1152 1182 1227 2 5 121 1079 7 112 1071,112 119 120 121 1071 1079 1086 1097 1121 1152 1182 1198,1,1,1,45,0,1,14,14,14,1,0.0,single-teacher warning,RtoABC
cluster_087,aeeac3f7d54151de,3 66 305 860 861 1086 1120 1152 1227 1229 1122 1225 1228 174,66 174 305 414 860 861 1086 1120 1122 1123 1145 1152,1,10,14,630,5,9,14,49,14 22 25 27 30 31 35 44 47 49,1,0.0,single-teacher warning,Gotem Penguin
cluster_088,fdb69955313ccc6a,6 677 678 1102 1141 1142 1192 1229 673 674 675 676 1152 1174,673 674 675 676 677 678 1102 1141 1142 1152 1174 1192,1,1,1,45,1,0,14,14,14,1,0.0,single-teacher warning,Nouzen
cluster_089,968d0a45414d39bd,3 860 1083 1121 1145 1152 1187 1199 1213 1226 861 1086 1207 1227,860 861 1083 1086 1121 1145 1152 1187 1199 1207 1213 1226,1,1,1,45,0,1,15,15,15,1,0.0,single-teacher warning,sugawarachikara
cluster_090,17259c4acf0b7336,1 11 14 18 344 345 1086 1147 1197 1212 1227 1235 96 1097,96 344 345 1086 1147 1197 1212 1227 1235,4,7,8,360,3,5,15,45,15 23 26 39 40 41 45,1,0.0,medium,Anvith Pothula | Joseph Adamski | Kers Aoyagi | chenpengyu603
cluster_091,df3487691acf3130,6 678 974 1121 1205 1056 1227 1145 1182 1235 1158,678 974 1056 1121 1145 1182 1205 1227 1235,1,1,1,45,0,1,15,15,15,1,0.0,single-teacher warning,ottojr
cluster_092,99da26e3a94f9899,1 15 400 401 1121 1134 1094 1217 1218 1227 1257 414 431 434,400 401 414 431 434 1094 1097 1121 1134 1216 1217 1218,2,2,2,90,1,1,15,35,15 35,2,1.5,low,Hamadryas Baboon | Takayuki Nukui
cluster_093,f31d5dd954024ca3,3 722 723 1134 1206 1219 1262 721 1121 1126,721 722 723 1121 1134 1206 1219 1262,1,1,1,45,0,1,16,16,16,1,0.0,single-teacher warning,nicov8810
cluster_094,4f0972fd82ec73a8,1 1121 1152 1198 96 172 173 1250 4 5 6 63 174 272,63 96 172 173 174 272 1121 1152 1182 1198 1250,1,1,1,45,0,1,18,18,18,1,0.0,single-teacher warning,TEAM MAGMA
cluster_095,2e0363d29c42e4ac,7 292 293 1086 1113 1152 1182 1227 1121 1205 1253 112 303 906,112 292 293 303 906 1086 1097 1113 1121 1152 1176 1182,1,3,3,135,1,2,18,43,18 20 43,1,0.0,single-teacher warning,shg195
cluster_096,8104fa76ba410870,5 119 120 1086 1121 1122 1152 1227 2 121 1097 1182 1198 1260,112 119 120 121 1086 1097 1102 1121 1122 1152 1182 1198,1,2,2,90,0,2,19,42,19 42,1,0.0,single-teacher warning,ヌメルゴンex
cluster_097,051fcf6f5c7470f7,7 292 293 1086 1113 1152 1227 1121 1182 1205 303 1097 1211 1213,292 293 303 1086 1097 1113 1121 1152 1182 1205 1211 1213,2,6,8,360,3,5,19,44,19 27 28 34 36 44,4,2.25,low,Tanishi＆haru | タニシ
cluster_098,7857015b6e5c58f1,5 19 109 272 742 743 1146 1152 1172 1192 1225 1227 1129 1182,109 272 742 743 1129 1146 1152 1172 1182 1192 1213 1225,1,1,1,45,0,1,20,20,20,1,0.0,single-teacher warning,Miguel-jp
cluster_099,833a2f72f591837a,1 11 14 18 344 345 1086 1147 1227 1182 1212 1081 1094 1097,344 345 1081 1086 1094 1147 1182 1212 1227,2,2,2,90,1,1,20,36,20 36,2,8.5,low,Kohta.F | Roland Gerlinger
cluster_100,65908d6b57fec9ce,4 6 37 1121 1225 11 1079 1087 1097 1152 1182 1197 1198 1088,37 1079 1087 1097 1121 1152 1182 1197 1198 1225,1,1,1,45,0,1,20,20,20,1,0.0,single-teacher warning,Kyle Bean
cluster_101,2f2861be0ec12154,5 19 164 1086 1152 1227 97 98 1182 1197 1225 1264 494 1097,97 98 164 494 1086 1097 1119 1120 1152 1166 1182 1186,5,7,8,360,1,7,20,47,20 28 38 39 40 44 47,2,1.75,medium,Dick Jessen William | Star-mine | Taimo | Tsuyoshi Suketomo | kidekikish
cluster_102,7244b81d10a2eac0,6 677 678 979 1121 1142 1145 81 1141 1227 1182 1211 1225 972,81 677 678 979 1121 1141 1142 1145 1182 1211 1225 1227,1,1,1,45,0,1,20,20,20,1,0.0,single-teacher warning,黒田海斗
cluster_103,feb0126ed455551a,5 19 164 1086 1120 1152 1197 1227 817 818 1166 1182 1091 1139,164 817 818 1086 1091 1120 1139 1152 1166 1182 1184 1197,1,1,1,45,0,1,20,20,20,1,0.0,single-teacher warning,amaotone
cluster_104,b0539d22de3644e0,1 6 4 63 96 1118 1119 1121 1198 1097 1123 1182 1192 117,63 96 1097 1118 1119 1121 1123 1182 1192 1198,1,1,1,45,0,1,21,21,21,1,0.0,single-teacher warning,fumihito mori
cluster_105,87841f642a4cffa0,1 11 18 344 345 1086 1102 1121 1227 1177 1199 1224 1097 1123,344 345 1086 1097 1102 1121 1123 1177 1182 1199 1224 1227,1,1,1,45,0,1,22,22,22,1,0.0,single-teacher warning,Tomoki Tanzawa
cluster_106,6e43f4e7d863c22b,3 722 1121 1145 723 1227 721 1097 1112 1123 1157 1205 1235 1117,721 722 723 1097 1112 1121 1123 1145 1157 1205 1227 1235,1,1,1,45,0,1,22,22,22,1,0.0,single-teacher warning,"Pied Pie, LLC"
cluster_107,3f2c6b1ba57d2312,2 7 112 124 1121 1122 1227 5 125 717 934 1182 1210 1097,112 124 125 717 934 1097 1119 1121 1122 1123 1182 1198,1,1,1,45,0,1,22,22,22,1,0.0,single-teacher warning,akay
cluster_108,e3406f7ddb29d56b,7 112 1079 1152 1219 1227 646 648 1086 1121 1182 1259 104 647,104 112 646 647 648 860 1079 1086 1097 1121 1152 1182,2,2,2,90,0,2,23,39,23 39,2,4.0,low,Junkonno | yeonggil7
cluster_109,1771604c356b9d50,2 788 789 855 928 1079 1121 1232 1225 1231 17,788 789 855 928 1079 1121 1225 1231 1232,1,1,1,45,0,1,23,23,23,1,0.0,single-teacher warning,BasicallyBot
cluster_110,f2e7f5f58b7b706c,2 5 119 120 121 1079 1086 1120 1152 1198 1227 7 1182 112,112 119 120 121 1079 1086 1097 1120 1152 1182 1198 1227,1,1,1,45,0,1,24,24,24,1,0.0,single-teacher warning,b13902103_yuhung94
cluster_111,414cf074eed8cebf,7 292 293 1086 1113 1227 1097 1152 1205 257 258 906 1121 1182,257 258 292 293 906 1086 1097 1113 1121 1152 1182 1195,1,1,1,45,0,1,24,24,24,1,0.0,single-teacher warning,Kev' Vervier
cluster_112,48c0e0cdc4d081d4,6 677 678 1086 1121 1123 41 58 117 138 1079 1112 1142 1182,41 58 117 138 677 678 1079 1086 1112 1121 1123 1142,1,1,1,45,0,1,24,24,24,1,0.0,single-teacher warning,Josh Mcateer
cluster_113,7b343c7b3468e31f,6 41 65 135 1086 1102 1121 1182 1192 1227 66 1117 1119 1123,41 65 66 135 1086 1102 1117 1119 1121 1123 1142 1182,1,1,1,45,0,1,24,24,24,1,0.0,single-teacher warning,Kiran Vitly
cluster_114,20ea56733156d557,2 11 14 46 179 210 695 754 794 906 4 8 16 3,46 179 210 695 754 756 794 906,1,1,1,45,0,1,25,25,25,1,0.0,single-teacher warning,Kazuki.kkkoizumi
cluster_115,dd3c080ada0d3b70,3 159 209 720 722 1034 1235 721 723 1163 1182,159 209 720 721 722 723 1034 1163 1235,1,1,1,45,0,1,26,26,26,1,0.0,single-teacher warning,kfnsosz1
cluster_116,deed4e82b67ecea8,3 721 722 723 1121 1132 1145 1227 1163 1182,721 722 723 1121 1132 1145 1163 1182 1227,1,1,1,45,0,1,26,26,26,1,0.0,single-teacher warning,goukenn
cluster_117,caec3b10540b5b9e,3 33 40 1079 1121 1227 34 803 1086 1213 1097 1118 1123 1182,33 34 40 803 1079 1086 1097 1118 1121 1123 1182 1213,1,1,1,45,0,1,26,26,26,1,0.0,single-teacher warning,souta927
cluster_118,0069a8afaee46276,7 59 1079 1121 1227 829 1182 60 772 833 834 1086 1123 1152,59 60 772 829 833 834 1079 1086 1121 1123 1152 1174,1,1,1,45,0,1,26,26,26,1,0.0,single-teacher warning,kmdrism
cluster_119,320d987e4190fa14,1 11 344 345 1086 1121 1210 1225 235 1120 1152 1211 1264 1097,235 344 345 1086 1097 1120 1121 1152 1198 1210 1211 1225,1,1,1,45,0,1,27,27,27,1,0.0,single-teacher warning,nao2002_
cluster_120,7ddf7c2735cfca8a,19 109 742 1086 1152 1225 1231 1264 65 66 743 1079 1182 5,65 66 109 742 743 1079 1081 1086 1152 1182 1225 1231,2,2,2,90,0,2,27,47,27 47,2,1.0,low,Gappy | d_tree_love
cluster_121,8fd5fdbf0266e592,3 506 1081 1086 1097 1119 1120 1152 1227 1266 65 66 1102 1166,65 66 506 1081 1086 1097 1102 1119 1120 1152 1166 1182,1,3,4,180,1,3,27,48,27 44 48,1,0.0,single-teacher warning,XP3RiX
cluster_122,988b3cf1e0f49624,2 1 18 344 345 352 353 354 1117 1215 1121 1227 1079 1147,344 345 352 353 354 1079 1117 1121 1147 1152 1182 1192,1,1,1,45,0,1,28,28,28,1,0.0,single-teacher warning,kyulkyu
cluster_123,7517c0657c06f80a,7 112 1122 1152 1182 1198 1227 1 11 344 345 5 970 1086,112 344 345 970 1086 1097 1121 1122 1152 1182 1187 1198,1,3,3,135,1,2,28,44,28 40 44,1,0.0,single-teacher warning,怒破餓鬼
cluster_124,9162e945ee920b1a,6 2 319 1121 1142 1152 1185 1192 320 1097 1182 675 676 81,319 320 675 676 1097 1121 1142 1152 1182 1185 1192,1,1,1,45,0,1,29,29,29,1,0.0,single-teacher warning,Jackuang
cluster_125,28a0c91c0773ef90,1 2 344 345 1086 1094 1121 1198 1227 1182 18 349 408 409,344 345 349 408 409 1086 1094 1121 1123 1182 1198 1227,1,1,1,45,0,1,29,29,29,1,0.0,single-teacher warning,machiko_osada
cluster_126,91bcd512d9f27cb4,3 7 1030 1086 1152 1227 112 860 1031 1122 1145 1225 1260 104,104 112 860 1030 1031 1086 1097 1122 1145 1152 1174 1182,2,2,2,90,1,0,30,38,30 38,2,4.0,low,Takutsu | Yuta
cluster_127,746781ece424aad8,2 5 119 120 1086 1097 1121 1152 1198 1227 121 1182 1260 1079,119 120 121 1079 1086 1097 1121 1152 1182 1198 1227 1260,1,1,1,45,0,1,31,31,31,1,0.0,single-teacher warning,suk1yak1
cluster_128,a7d1e96a14db80d3,4 6 1086 1121 1198 63 1182 1192 1227 349 1097 1174 1185 95,63 349 1086 1097 1121 1174 1182 1185 1192 1198 1227,1,1,1,45,0,1,31,31,31,1,0.0,single-teacher warning,John Paul Curada
cluster_129,bfc58646cb174351,3 1030 1031 1086 1121 1122 1123 1182 1224 509 1097 1116 1192 1213,509 1030 1031 1086 1097 1116 1121 1122 1123 1182 1192 1213,1,1,1,45,0,1,31,31,31,1,0.0,single-teacher warning,Koshiro Yamada
cluster_130,5da151e622082e71,1 344 345 1121 1227 1235 1086 1094 6 1123 1152 1013 1082 1097,344 345 1086 1094 1121 1123 1152 1227 1235,1,1,1,45,0,1,32,32,32,1,0.0,single-teacher warning,STS Works
cluster_131,37f3742e76c227a6,8 85 86 1086 1121 3 169 336 190 583 1116 1123 1182 1191,85 86 169 190 336 583 1086 1116 1121 1123 1182 1191,1,1,1,45,0,1,32,32,32,1,0.0,single-teacher warning,okubyfire
cluster_132,3c8145c7e5d99c1d,3 722 723 1121 1192 1227 1262 721 1126,721 722 723 1121 1192 1227 1262,3,3,3,135,0,3,33,40,33 38 40,1,0.0,medium,AZ | Jeffrey Pike | Sou Hano
cluster_133,308b4d001d9a8f00,2 5 119 1079 1121 120 121 1086 1123 1227 1231 131 133 1097,119 120 121 131 133 1079 1086 1097 1121 1123 1182 1188,1,1,1,45,0,1,33,33,33,1,0.0,single-teacher warning,Rhythm Mecha
cluster_134,7e1c46a3af6a06dc,1 89 93 149 1086 1094 1152 1227 1245 90 1211 1097 1174 1175,89 90 93 149 1086 1094 1097 1152 1174 1175 1182 1211,1,1,1,45,0,1,34,34,34,1,0.0,single-teacher warning,aca-ta
cluster_135,7d4d76f0eb6655e8,11 14 18 756 1120 1147 1182 1219 1227 344 345 1122 1086 1225,344 345 756 1086 1120 1122 1147 1182 1219 1225 1227,2,2,2,90,0,2,35,50,35 50,2,1.5,low,TOM@love | georgexue666
cluster_136,deae77c51eb114a7,5 19 305 741 742 1079 1086 1231 66 743 1152 1225 1264 343,66 305 343 741 742 743 1079 1086 1097 1129 1152 1182,2,2,2,90,0,2,35,49,35 49,2,4.5,low,Hayhay2323 | Omniscience
cluster_137,986c89d6bbe428f2,11 19 878 879 1115 1122 1134 1171 1219 1227 1255 311 1225 304,304 311 878 879 1115 1122 1134 1152 1171 1182 1197 1219,4,3,4,180,0,4,36,50,36 43 50,2,3.25,medium,Neko | n=1 | xue1213 | 長谷川太一
cluster_138,996e13c0d2db40a1,741 742 743 1086 1152 5 19 1079 1182 1225 1231 1264 66 1081,66 741 742 743 1079 1081 1086 1152 1174 1182 1225 1231,1,1,1,45,0,1,36,36,36,1,0.0,single-teacher warning,立て板に水
cluster_139,0c0fee26b7d2b64a,6 677 678 1086 1121 1182 1227 1231 1097 1145 1152 1174 1187 1192,677 678 1086 1097 1121 1145 1152 1174 1182 1187 1192 1227,1,1,1,45,0,1,36,36,36,1,0.0,single-teacher warning,user_san
cluster_140,79ce00a57ce07260,5 19 272 305 741 742 743 1086 1152 1231 66 1079 1172 1137,66 272 305 741 742 743 1079 1086 1137 1152 1172 1182,1,1,1,45,0,1,37,37,37,1,0.0,single-teacher warning,ktm
cluster_141,85533b6653bf35b8,3 506 1081 1086 1120 1227 65 66 1010 1097 1152 1166 1197 1194,65 66 506 1010 1081 1086 1097 1120 1152 1166 1194 1197,1,2,2,90,0,2,37,41,37 41,1,0.0,single-teacher warning,N
cluster_142,4d0906c382b66b33,1 19 1116 1121 1198 1227 96 272 756 1182 1250 5 184 1071,96 184 272 756 1071 1097 1116 1121 1172 1182 1198 1205,1,1,1,45,0,1,37,37,37,1,0.0,single-teacher warning,Pokkén
