matchup,game,seat0,seat1,winner,result,error_agent,error_type,illegal_agent,elapsed_ms,moves_seat0,moves_seat1,time_seat0_ms,time_seat1_ms
alakazam741_v8__vs__alakazam741_v3,67,alakazam741_v8,alakazam741_v3,alakazam741_v3,win,,,,89.17960000690073,79,62,25.239000155124813,16.259699943475425
alakazam741_v8__vs__alakazam741_v3,68,alakazam741_v3,alakazam741_v8,alakazam741_v3,win,,,,106.54820001218468,74,83,31.034599873237312,26.4860998140648
alakazam741_v8__vs__alakazam741_v3,69,alakazam741_v8,alakazam741_v3,alakazam741_v8,win,,,,93.30170002067462,64,74,24.327999853994697,24.363300064578652
alakazam741_v8__vs__alakazam741_v3,70,alakazam741_v3,alakazam741_v8,alakazam741_v8,win,,,,92.91740000480786,83,70,21.265600225888193,25.428200024180114
alakazam741_v8__vs__alakazam741_v3,71,alakazam741_v8,alakazam741_v3,alakazam741_v3,win,,,,26.851399976294488,10,36,2.9890998848713934,9.401500108651817
alakazam741_v8__vs__alakazam741_v3,72,alakazam741_v3,alakazam741_v8,alakazam741_v3,win,,,,84.05519998632371,59,74,16.686699993442744,26.142200047615916
alakazam741_v8__vs__alakazam741_v3,73,alakazam741_v8,alakazam741_v3,alakazam741_v8,win,,,,69.75010002497584,38,75,12.387800205033273,21.044099878054112
alakazam741_v8__vs__alakazam741_v3,74,alakazam741_v3,alakazam741_v8,alakazam741_v3,win,,,,49.4190999888815,47,37,15.058199991472065,8.771700027864426
alakazam741_v8__vs__alakazam741_v3,75,alakazam741_v8,alakazam741_v3,alakazam741_v3,win,,,,89.24629999091849,75,71,23.878399864770472,22.000100289005786
alakazam741_v8__vs__alakazam741_v3,76,alakazam741_v3,alakazam741_v8,alakazam741_v3,win,,,,106.36839998187497,87,74,30.844699766021222,27.08229998825118
alakazam741_v8__vs__alakazam741_v3,77,alakazam741_v8,alakazam741_v3,alakazam741_v8,win,,,,62.367299979086965,49,57,15.419600065797567,14.23049991717562
alakazam741_v8__vs__alakazam741_v3,78,alakazam741_v3,alakazam741_v8,alakazam741_v3,win,,,,69.46650001918897,71,39,23.670499736908823,11.024600069504231
alakazam741_v8__vs__alakazam741_v3,79,alakazam741_v8,alakazam741_v3,alakazam741_v8,win,,,,68.00500000827014,51,73,14.309799822513014,18.05410033557564
alakazam741_v8__vs__alakazam741_v3,80,alakazam741_v3,alakazam741_v8,alakazam741_v3,win,,,,67.37710000015795,52,64,14.8427999811247,19.58079991163686
alakazam741_v8__vs__alakazam741_v3,81,alakazam741_v8,alakazam741_v3,alakazam741_v3,win,,,,25.95289994496852,10,42,1.499099947977811,10.33559994539246
alakazam741_v8__vs__alakazam741_v3,82,alakazam741_v3,alakazam741_v8,alakazam741_v3,win,,,,71.41669996781275,64,53,23.771500098519027,13.418299960903823
alakazam741_v8__vs__alakazam741_v3,83,alakazam741_v8,alakazam741_v3,alakazam741_v3,win,,,,53.91660000896081,44,49,11.864200001582503,13.97660025395453
alakazam741_v8__vs__alakazam741_v3,84,alakazam741_v3,alakazam741_v8,alakazam741_v3,win,,,,93.2108000270091,77,73,25.88320052018389,20.919700153172016
alakazam741_v8__vs__alakazam741_v3,85,alakazam741_v8,alakazam741_v3,alakazam741_v3,win,,,,78.02830002037808,69,57,19.050799834076315,20.48859983915463
alakazam741_v8__vs__alakazam741_v3,86,alakazam741_v3,alakazam741_v8,alakazam741_v8,win,,,,85.63049999065697,50,61,16.13149984041229,32.49739983584732
alakazam741_v8__vs__alakazam741_v3,87,alakazam741_v8,alakazam741_v3,alakazam741_v3,win,,,,50.81159999826923,37,55,9.542700019665062,15.309000038541853
alakazam741_v8__vs__alakazam741_v3,88,alakazam741_v3,alakazam741_v8,alakazam741_v3,win,,,,87.39960001548752,83,66,23.65319983800873,20.39999986300245
alakazam741_v8__vs__alakazam741_v3,89,alakazam741_v8,alakazam741_v3,alakazam741_v8,win,,,,60.408900026232004,38,76,9.929599880706519,18.118100066203624
alakazam741_v8__vs__alakazam741_v3,90,alakazam741_v3,alakazam741_v8,alakazam741_v3,win,,,,84.21129995258525,73,73,20.52350004669279,21.420300123281777
alakazam741_v8__vs__alakazam741_v3,91,alakazam741_v8,alakazam741_v3,alakazam741_v8,win,,,,107.14390000794083,86,80,31.156200158875436,27.743600076064467
alakazam741_v8__vs__alakazam741_v3,92,alakazam741_v3,alakazam741_v8,alakazam741_v8,win,,,,77.45670003350824,81,52,21.059699938632548,17.996500246226788
alakazam741_v8__vs__alakazam741_v3,93,alakazam741_v8,alakazam741_v3,alakazam741_v8,win,,,,72.3963999771513,67,57,23.30160007113591,12.323500006459653
alakazam741_v8__vs__alakazam741_v3,94,alakazam741_v3,alakazam741_v8,alakazam741_v8,win,,,,116.03500001365319,97,84,28.626699990127236,31.35299979476258
alakazam741_v8__vs__alakazam741_v3,95,alakazam741_v8,alakazam741_v3,alakazam741_v8,win,,,,8.728799992240965,13,4,3.0981001327745616,0.7060999632813036
alakazam741_v8__vs__alakazam741_v3,96,alakazam741_v3,alakazam741_v8,alakazam741_v3,win,,,,86.35040000081062,82,57,23.507399891968817,20.67580004222691
alakazam741_v8__vs__alakazam741_v3,97,alakazam741_v8,alakazam741_v3,alakazam741_v3,win,,,,100.18999996827915,73,82,22.300500015262514,28.535500110592693
alakazam741_v8__vs__alakazam741_v3,98,alakazam741_v3,alakazam741_v8,alakazam741_v3,win,,,,67.05080001847818,61,52,21.159800235182047,13.968300132546574
alakazam741_v8__vs__alakazam741_v3,99,alakazam741_v8,alakazam741_v3,alakazam741_v8,win,,,,110.82989996066317,86,79,35.02800007117912,22.812700364738703
alakazam741_v8__vs__alakazam741_v3,100,alakazam741_v3,alakazam741_v8,alakazam741_v3,win,,,,76.83839998207986,58,68,20.310099760536104,19.906099827494472
alakazam741_v2__vs__alakazam741_v3,1,alakazam741_v2,alakazam741_v3,alakazam741_v3,win,,,,99.62649998487905,76,78,20.01309982733801,33.381199871655554
alakazam741_v2__vs__alakazam741_v3,2,alakazam741_v3,alakazam741_v2,alakazam741_v3,win,,,,57.44569998933002,47,63,10.959899984300137,15.342800063081086
alakazam741_v2__vs__alakazam741_v3,3,alakazam741_v2,alakazam741_v3,alakazam741_v3,win,,,,98.49890001351014,81,86,23.663299856707454,23.79350020783022
alakazam741_v2__vs__alakazam741_v3,4,alakazam741_v3,alakazam741_v2,alakazam741_v3,win,,,,98.68060000007972,85,79,30.18419985892251,18.587000260595232
alakazam741_v2__vs__alakazam741_v3,5,alakazam741_v2,alakazam741_v3,alakazam741_v3,win,,,,84.7084000124596,87,54,27.44690008694306,13.345899991691113
alakazam741_v2__vs__alakazam741_v3,6,alakazam741_v3,alakazam741_v2,alakazam741_v2,win,,,,106.00959998555481,78,82,24.56960000563413,28.05789973353967
alakazam741_v2__vs__alakazam741_v3,7,alakazam741_v2,alakazam741_v3,alakazam741_v2,win,,,,64.16080001508817,73,37,22.352199419401586,8.151200017891824
alakazam741_v2__vs__alakazam741_v3,8,alakazam741_v3,alakazam741_v2,alakazam741_v3,win,,,,81.7479999968782,73,66,20.95940022263676,17.911400005687028
alakazam741_v2__vs__alakazam741_v3,9,alakazam741_v2,alakazam741_v3,alakazam741_v3,win,,,,83.33369996398687,77,63,17.04650023020804,24.463300476782024
alakazam741_v2__vs__alakazam741_v3,10,alakazam741_v3,alakazam741_v2,alakazam741_v3,win,,,,99.98810000251979,79,84,20.083500305190682,29.212599503807724
alakazam741_v2__vs__alakazam741_v3,11,alakazam741_v2,alakazam741_v3,alakazam741_v2,win,,,,114.56319998251274,86,92,27.069799602031708,28.1270002014935
alakazam741_v2__vs__alakazam741_v3,12,alakazam741_v3,alakazam741_v2,alakazam741_v3,win,,,,94.81199999572709,76,84,22.49339991249144,22.365900164004415
alakazam741_v2__vs__alakazam741_v3,13,alakazam741_v2,alakazam741_v3,alakazam741_v2,win,,,,89.31680000387132,72,71,21.273599937558174,21.265999937895685
alakazam741_v2__vs__alakazam741_v3,14,alakazam741_v3,alakazam741_v2,alakazam741_v2,win,,,,97.95079997275025,83,79,23.72319990536198,22.4129002308473
alakazam741_v2__vs__alakazam741_v3,15,alakazam741_v2,alakazam741_v3,alakazam741_v2,win,,,,72.08069995976985,70,62,18.549000029452145,14.109900163020939
alakazam741_v2__vs__alakazam741_v3,16,alakazam741_v3,alakazam741_v2,alakazam741_v2,win,,,,24.43450002465397,13,31,2.7785999118350446,7.107200042810291
alakazam741_v2__vs__alakazam741_v3,17,alakazam741_v2,alakazam741_v3,alakazam741_v3,win,,,,106.5571999642998,97,80,31.132299511227757,22.493200202006847
alakazam741_v2__vs__alakazam741_v3,18,alakazam741_v3,alakazam741_v2,alakazam741_v3,win,,,,117.44249996263534,83,104,29.113899741787463,30.62289982335642
alakazam741_v2__vs__alakazam741_v3,19,alakazam741_v2,alakazam741_v3,alakazam741_v2,win,,,,53.31829999340698,67,18,22.231699898838997,4.12640004651621
alakazam741_v2__vs__alakazam741_v3,20,alakazam741_v3,alakazam741_v2,alakazam741_v3,win,,,,116.35760002536699,87,101,25.947900081519037,30.73300002142787
alakazam741_v2__vs__alakazam741_v3,21,alakazam741_v2,alakazam741_v3,alakazam741_v3,win,,,,102.95319999568164,93,77,26.52230014791712,23.845099902246147
alakazam741_v2__vs__alakazam741_v3,22,alakazam741_v3,alakazam741_v2,alakazam741_v3,win,,,,105.20809999434277,86,85,26.80899982806295,25.388099951669574
alakazam741_v2__vs__alakazam741_v3,23,alakazam741_v2,alakazam741_v3,alakazam741_v3,win,,,,76.66580000659451,70,64,17.182000214233994,20.3872001147829
alakazam741_v2__vs__alakazam741_v3,24,alakazam741_v3,alakazam741_v2,alakazam741_v3,win,,,,84.36340000480413,57,90,17.044700274709612,22.443600581027567
alakazam741_v2__vs__alakazam741_v3,25,alakazam741_v2,alakazam741_v3,alakazam741_v2,win,,,,106.92609997931868,103,81,28.164499904960394,24.074899847619236
alakazam741_v2__vs__alakazam741_v3,26,alakazam741_v3,alakazam741_v2,alakazam741_v3,win,,,,110.05169997224584,86,96,28.232399665284902,25.72990010958165
alakazam741_v2__vs__alakazam741_v3,27,alakazam741_v2,alakazam741_v3,alakazam741_v3,win,,,,70.16200001817197,80,52,16.048100194893777,18.103000184055418
alakazam741_v2__vs__alakazam741_v3,28,alakazam741_v3,alakazam741_v2,alakazam741_v3,win,,,,18.074600026011467,31,8,5.895300069823861,1.8567999941296875
alakazam741_v2__vs__alakazam741_v3,29,alakazam741_v2,alakazam741_v3,alakazam741_v2,win,,,,114.6496000001207,93,91,29.54460005275905,27.935999969486147
alakazam741_v2__vs__alakazam741_v3,30,alakazam741_v3,alakazam741_v2,alakazam741_v3,win,,,,10.65119996201247,17,8,2.897400001529604,0.8976999670267105
alakazam741_v2__vs__alakazam741_v3,31,alakazam741_v2,alakazam741_v3,alakazam741_v3,win,,,,70.69100002991036,69,63,15.604199899826199,16.521499841473997
alakazam741_v2__vs__alakazam741_v3,32,alakazam741_v3,alakazam741_v2,alakazam741_v3,win,,,,92.73199999006465,75,77,25.92310041654855,20.949099911376834
alakazam741_v2__vs__alakazam741_v3,33,alakazam741_v2,alakazam741_v3,alakazam741_v2,win,,,,22.952100029215217,43,8,8.703299972694367,1.208899891935289
alakazam741_v2__vs__alakazam741_v3,34,alakazam741_v3,alakazam741_v2,alakazam741_v2,win,,,,100.51540000131354,85,96,21.307599905412644,25.5142999230884
alakazam741_v2__vs__alakazam741_v3,35,alakazam741_v2,alakazam741_v3,alakazam741_v2,win,,,,75.04709996283054,74,48,25.38849978009239,11.836599966045469
alakazam741_v2__vs__alakazam741_v3,36,alakazam741_v3,alakazam741_v2,alakazam741_v2,win,,,,88.21099996566772,76,81,19.99280002200976,21.372399758547544
alakazam741_v2__vs__alakazam741_v3,37,alakazam741_v2,alakazam741_v3,alakazam741_v2,win,,,,124.07709995750338,101,91,31.078500032890588,32.02400030568242
alakazam741_v2__vs__alakazam741_v3,38,alakazam741_v3,alakazam741_v2,alakazam741_v2,win,,,,65.46880002133548,53,65,12.985599983949214,17.11560011608526
alakazam741_v2__vs__alakazam741_v3,39,alakazam741_v2,alakazam741_v3,alakazam741_v3,win,,,,99.69889995409176,89,82,22.35640009166673,25.724299834109843
alakazam741_v2__vs__alakazam741_v3,40,alakazam741_v3,alakazam741_v2,alakazam741_v3,win,,,,114.15560002205893,94,91,31.35869966354221,24.343900091480464
alakazam741_v2__vs__alakazam741_v3,41,alakazam741_v2,alakazam741_v3,alakazam741_v3,win,,,,87.1165000135079,76,74,18.989000120200217,22.900699579622597
alakazam741_v2__vs__alakazam741_v3,42,alakazam741_v3,alakazam741_v2,alakazam741_v3,win,,,,44.29280001204461,45,47,10.212199878878891,9.690299862995744
alakazam741_v2__vs__alakazam741_v3,43,alakazam741_v2,alakazam741_v3,alakazam741_v2,win,,,,102.4978999630548,97,71,28.236999933142215,20.579000236466527
alakazam741_v2__vs__alakazam741_v3,44,alakazam741_v3,alakazam741_v2,alakazam741_v3,win,,,,133.5963000310585,101,100,32.86280028987676,32.135099987499416
alakazam741_v2__vs__alakazam741_v3,45,alakazam741_v2,alakazam741_v3,alakazam741_v2,win,,,,87.00340002542362,83,64,25.506999692879617,15.76440007193014
alakazam741_v2__vs__alakazam741_v3,46,alakazam741_v3,alakazam741_v2,alakazam741_v3,win,,,,88.08130002580583,69,75,19.896099693141878,22.43490010732785
alakazam741_v2__vs__alakazam741_v3,47,alakazam741_v2,alakazam741_v3,alakazam741_v2,win,,,,119.14750002324581,101,84,29.87250010482967,29.1148999822326
alakazam741_v2__vs__alakazam741_v3,48,alakazam741_v3,alakazam741_v2,alakazam741_v3,win,,,,85.4840999818407,66,84,16.849199892021716,23.25199992628768
alakazam741_v2__vs__alakazam741_v3,49,alakazam741_v2,alakazam741_v3,alakazam741_v2,win,,,,43.24339999584481,57,23,16.333199746441096,3.8929000147618353
alakazam741_v2__vs__alakazam741_v3,50,alakazam741_v3,alakazam741_v2,alakazam741_v3,win,,,,83.10799999162555,68,78,19.43630032474175,21.107800130266696
alakazam741_v2__vs__alakazam741_v3,51,alakazam741_v2,alakazam741_v3,alakazam741_v3,win,,,,73.8170999684371,56,65,11.014599876943976,27.021900343243033
alakazam741_v2__vs__alakazam741_v3,52,alakazam741_v3,alakazam741_v2,alakazam741_v2,win,,,,97.68539998913184,84,88,23.253299994394183,21.967500390019268
alakazam741_v2__vs__alakazam741_v3,53,alakazam741_v2,alakazam741_v3,alakazam741_v3,win,,,,112.8424999769777,89,85,25.257699366193265,32.27960015647113
alakazam741_v2__vs__alakazam741_v3,54,alakazam741_v3,alakazam741_v2,alakazam741_v3,win,,,,124.14109997916967,99,107,29.02070013806224,32.06189954653382
alakazam741_v2__vs__alakazam741_v3,55,alakazam741_v2,alakazam741_v3,alakazam741_v3,win,,,,90.76089999871328,87,81,20.239399920683354,21.43119997344911
alakazam741_v2__vs__alakazam741_v3,56,alakazam741_v3,alakazam741_v2,alakazam741_v3,win,,,,34.173699968960136,36,28,9.822199761401862,5.147700081579387
alakazam741_v2__vs__alakazam741_v3,57,alakazam741_v2,alakazam741_v3,alakazam741_v3,win,,,,120.05629995837808,100,95,28.308399952948093,30.734799744095653
alakazam741_v2__vs__alakazam741_v3,58,alakazam741_v3,alakazam741_v2,alakazam741_v3,win,,,,82.43089995812625,67,84,17.07210036693141,20.81830013776198
alakazam741_v2__vs__alakazam741_v3,59,alakazam741_v2,alakazam741_v3,alakazam741_v3,win,,,,91.04200004367158,92,66,24.782299937214702,19.575600046664476
alakazam741_v2__vs__alakazam741_v3,60,alakazam741_v3,alakazam741_v2,alakazam741_v3,win,,,,74.32320003863424,44,87,11.30050013307482,24.411200371105224
alakazam741_v2__vs__alakazam741_v3,61,alakazam741_v2,alakazam741_v3,alakazam741_v2,win,,,,93.20930001558736,81,81,21.122299949638546,22.798599558882415
alakazam741_v2__vs__alakazam741_v3,62,alakazam741_v3,alakazam741_v2,alakazam741_v3,win,,,,102.41879994282499,75,88,26.158299762755632,26.404800009913743
alakazam741_v2__vs__alakazam741_v3,63,alakazam741_v2,alakazam741_v3,alakazam741_v3,win,,,,74.79939999757335,76,61,18.579599971417338,17.496400338131934
alakazam741_v2__vs__alakazam741_v3,64,alakazam741_v3,alakazam741_v2,alakazam741_v3,win,,,,105.78260000329465,85,81,30.603299965150654,22.774300072342157
alakazam741_v2__vs__alakazam741_v3,65,alakazam741_v2,alakazam741_v3,alakazam741_v2,win,,,,94.87430000444874,74,81,21.694299823138863,23.964500112924725
alakazam741_v2__vs__alakazam741_v3,66,alakazam741_v3,alakazam741_v2,alakazam741_v3,win,,,,119.94610005058348,93,83,36.822900001425296,22.63709995895624
alakazam741_v2__vs__alakazam741_v3,67,alakazam741_v2,alakazam741_v3,alakazam741_v3,win,,,,99.02300004614517,77,75,22.25169981829822,29.132699710316956
alakazam741_v2__vs__alakazam741_v3,68,alakazam741_v3,alakazam741_v2,alakazam741_v2,win,,,,109.03320001671091,87,89,29.142800020053983,24.924000375904143
alakazam741_v2__vs__alakazam741_v3,69,alakazam741_v2,alakazam741_v3,alakazam741_v3,win,,,,100.06040002917871,82,79,21.431100089102983,27.352399949450046
alakazam741_v2__vs__alakazam741_v3,70,alakazam741_v3,alakazam741_v2,alakazam741_v3,win,,,,79.03389999410138,68,61,26.532300107646734,14.370599994435906
alakazam741_v2__vs__alakazam741_v3,71,alakazam741_v2,alakazam741_v3,alakazam741_v2,win,,,,66.56700000166893,74,47,16.886799945496023,12.22459989367053
alakazam741_v2__vs__alakazam741_v3,72,alakazam741_v3,alakazam741_v2,alakazam741_v2,win,,,,102.26079996209592,90,95,22.375700064003468,23.62769970204681
alakazam741_v2__vs__alakazam741_v3,73,alakazam741_v2,alakazam741_v3,alakazam741_v3,win,,,,88.67349999491125,79,67,23.109500005375594,19.673800328746438
alakazam741_v2__vs__alakazam741_v3,74,alakazam741_v3,alakazam741_v2,alakazam741_v3,win,,,,102.42740000830963,88,75,32.01780002564192,19.317699887324125
alakazam741_v2__vs__alakazam741_v3,75,alakazam741_v2,alakazam741_v3,alakazam741_v3,win,,,,90.10490000946447,81,89,19.658300501760095,22.974499559495598
alakazam741_v2__vs__alakazam741_v3,76,alakazam741_v3,alakazam741_v2,alakazam741_v2,win,,,,55.029200040735304,38,67,6.929199967999011,18.82789982482791
alakazam741_v2__vs__alakazam741_v3,77,alakazam741_v2,alakazam741_v3,alakazam741_v3,win,,,,105.30880000442266,103,76,25.921799533534795,23.976299969945103
alakazam741_v2__vs__alakazam741_v3,78,alakazam741_v3,alakazam741_v2,alakazam741_v3,win,,,,90.81750002223998,70,84,27.595799998380244,18.8568007433787
alakazam741_v2__vs__alakazam741_v3,79,alakazam741_v2,alakazam741_v3,alakazam741_v3,win,,,,108.99560002144426,101,83,30.753400002140552,22.00480009196326
alakazam741_v2__vs__alakazam741_v3,80,alakazam741_v3,alakazam741_v2,alakazam741_v2,win,,,,79.8176999669522,74,75,16.794600000139326,19.06620035879314
alakazam741_v2__vs__alakazam741_v3,81,alakazam741_v2,alakazam741_v3,alakazam741_v3,win,,,,122.3253000061959,106,90,29.949799296446145,31.176700198557228
alakazam741_v2__vs__alakazam741_v3,82,alakazam741_v3,alakazam741_v2,alakazam741_v2,win,,,,107.47659998014569,77,99,23.859100067056715,29.610299912746996
alakazam741_v2__vs__alakazam741_v3,83,alakazam741_v2,alakazam741_v3,alakazam741_v3,win,,,,127.64599994989112,109,97,30.166200012899935,28.998800029512495
alakazam741_v2__vs__alakazam741_v3,84,alakazam741_v3,alakazam741_v2,alakazam741_v3,win,,,,94.35410000151023,71,76,27.398700127378106,18.43990001361817
alakazam741_v2__vs__alakazam741_v3,85,alakazam741_v2,alakazam741_v3,alakazam741_v2,win,,,,17.08109996980056,29,7,5.941300303675234,1.218200079165399
alakazam741_v2__vs__alakazam741_v3,86,alakazam741_v3,alakazam741_v2,alakazam741_v2,win,,,,80.06959996419027,38,86,11.652299901470542,28.691100247669965
alakazam741_v2__vs__alakazam741_v3,87,alakazam741_v2,alakazam741_v3,alakazam741_v3,win,,,,91.74999996321276,83,77,21.19800029322505,22.09589967969805
alakazam741_v2__vs__alakazam741_v3,88,alakazam741_v3,alakazam741_v2,alakazam741_v3,win,,,,97.75970003101975,55,76,18.556499446276575,27.092699601780623
alakazam741_v2__vs__alakazam741_v3,89,alakazam741_v2,alakazam741_v3,alakazam741_v3,win,,,,122.85029998747632,92,75,29.66849971562624,30.491800396703184
alakazam741_v2__vs__alakazam741_v3,90,alakazam741_v3,alakazam741_v2,alakazam741_v3,win,,,,20.784499996807426,25,25,3.9520999998785555,4.44439984858036
alakazam741_v2__vs__alakazam741_v3,91,alakazam741_v2,alakazam741_v3,alakazam741_v2,win,,,,75.37999999476597,80,46,28.239500534255058,9.780500084161758
alakazam741_v2__vs__alakazam741_v3,92,alakazam741_v3,alakazam741_v2,alakazam741_v3,win,,,,108.49020001478493,70,93,25.665099907200783,32.53800008678809
alakazam741_v2__vs__alakazam741_v3,93,alakazam741_v2,alakazam741_v3,alakazam741_v3,win,,,,87.67819998320192,83,68,22.522199957165867,20.23109991569072
alakazam741_v2__vs__alakazam741_v3,94,alakazam741_v3,alakazam741_v2,alakazam741_v3,win,,,,117.67990002408624,91,71,41.93670011591166,20.67300002090633
alakazam741_v2__vs__alakazam741_v3,95,alakazam741_v2,alakazam741_v3,alakazam741_v3,win,,,,84.25790001638234,72,68,19.4696998805739,23.796000110451132
alakazam741_v2__vs__alakazam741_v3,96,alakazam741_v3,alakazam741_v2,alakazam741_v3,win,,,,98.73430000152439,71,92,21.877899649553,26.56090003438294
alakazam741_v2__vs__alakazam741_v3,97,alakazam741_v2,alakazam741_v3,alakazam741_v2,win,,,,15.335600008256733,35,7,5.180900217965245,0.8150000358000398
alakazam741_v2__vs__alakazam741_v3,98,alakazam741_v3,alakazam741_v2,alakazam741_v2,win,,,,61.05140002910048,34,74,6.883499852847308,22.201500076334924
alakazam741_v2__vs__alakazam741_v3,99,alakazam741_v2,alakazam741_v3,alakazam741_v2,win,,,,100.3509999718517,76,87,22.693600272759795,26.000400015618652
alakazam741_v2__vs__alakazam741_v3,100,alakazam741_v3,alakazam741_v2,alakazam741_v3,win,,,,65.38259994704276,50,65,17.31969998218119,13.150800135917962
